event_id,event_type,event_time,v_net_id,place_result,route_result,node_mapping,link_mapping,lifetime,cost,revenue,r2c_ratio,running_request,elapsed_time
0,arrival,1006,0,True,True,"{3: (22, {'cpu': 19, 'gpu': 7, 'storage': 4}), 2: (23, {'cpu': 1, 'gpu': 19, 'storage': 16}), 1: (5, {'cpu': 20, 'gpu': 20, 'storage': 0}), 0: (3, {'cpu': 12, 'gpu': 11, 'storage': 3})}","{(2, 3): ([(22, 23)], {'bandwidth': 46}), (1, 3): ([(5, 4), (4, 29), (29, 15), (15, 12), (12, 22)], {'bandwidth': 44}), (0, 1): ([(3, 5)], {'bandwidth': 2}), (0, 2): ([(3, 5), (5, 23)], {'bandwidth': 0})}",490,400,224,0.56,1,0
1,leave,1496,0,True,True,"{}","{}",490,0,0,0,0,0
2,arrival,1992,1,True,True,"{8: (4, {'cpu': 5, 'gpu': 20, 'storage': 12}), 7: (2, {'cpu': 6, 'gpu': 0, 'storage': 1}), 2: (0, {'cpu': 10, 'gpu': 11, 'storage': 0}), 5: (34, {'cpu': 0, 'gpu': 2, 'storage': 13}), 1: (32, {'cpu': 4, 'gpu': 4, 'storage': 2}), 4: (30, {'cpu': 14, 'gpu': 16, 'storage': 7}), 3: (8, {'cpu': 1, 'gpu': 20, 'storage': 9}), 6: (7, {'cpu': 1, 'gpu': 16, 'storage': 5}), 0: (16, {'cpu': 8, 'gpu': 3, 'storage': 20})}","{(7, 8): ([(2, 4)], {'bandwidth': 39}), (2, 8): ([(0, 4)], {'bandwidth': 39}), (2, 7): ([(0, 2)], {'bandwidth': 17}), (5, 2): ([(0, 34)], {'bandwidth': 21}), (5, 8): ([(4, 0), (0, 34)], {'bandwidth': 13}), (1, 5): ([(32, 34)], {'bandwidth': 26}), (1, 8): ([(4, 2), (2, 32)], {'bandwidth': 20}), (4, 5): ([(30, 0), (0, 34)], {'bandwidth': 30}), (4, 2): ([(0, 30)], {'bandwidth': 17}), (3, 8): ([(4, 8)], {'bandwidth': 34}), (3, 4): ([(8, 4), (4, 3), (3, 30)], {'bandwidth': 13}), (6, 3): ([(7, 8)], {'bandwidth': 23}), (6, 1): ([(7, 34), (34, 32)], {'bandwidth': 22}), (6, 5): ([(7, 34)], {'bandwidth': 14}), (0, 4): ([(16, 4), (4, 3), (3, 30)], {'bandwidth': 24}), (0, 5): ([(16, 34)], {'bandwidth': 16}), (0, 6): ([(7, 34), (34, 16)], {'bandwidth': 4}), (0, 3): ([(8, 4), (4, 16)], {'bandwidth': 0})}",206,745,582,0.7812080536912752,1,0
3,leave,2198,1,True,True,"{}","{}",206,0,0,0,0,0
4,arrival,3050,2,True,True,"{8: (4, {'cpu': 0, 'gpu': 18, 'storage': 14}), 2: (2, {'cpu': 3, 'gpu': 6, 'storage': 7}), 9: (0, {'cpu': 17, 'gpu': 3, 'storage': 18}), 7: (34, {'cpu': 7, 'gpu': 14, 'storage': 9}), 4: (30, {'cpu': 5, 'gpu': 10, 'storage': 7}), 5: (3, {'cpu': 4, 'gpu': 2, 'storage': 9}), 3: (8, {'cpu': 8, 'gpu': 14, 'storage': 4}), 0: (29, {'cpu': 2, 'gpu': 19, 'storage': 20}), 6: (17, {'cpu': 4, 'gpu': 13, 'storage': 5}), 1: (32, {'cpu': 19, 'gpu': 7, 'storage': 4})}","{(2, 8): ([(2, 4)], {'bandwidth': 37}), (9, 2): ([(0, 2)], {'bandwidth': 28}), (7, 9): ([(0, 34)], {'bandwidth': 26}), (4, 7): ([(30, 0), (0, 34)], {'bandwidth': 36}), (4, 2): ([(2, 0), (0, 30)], {'bandwidth': 18}), (5, 9): ([(0, 4), (4, 3)], {'bandwidth': 42}), (5, 4): ([(3, 30)], {'bandwidth': 36}), (5, 7): ([(3, 4), (4, 16), (16, 34)], {'bandwidth': 4}), (3, 7): ([(8, 7), (7, 34)], {'bandwidth': 46}), (3, 8): ([(4, 8)], {'bandwidth': 38}), (3, 9): ([(0, 4), (4, 8)], {'bandwidth': 4}), (0, 9): ([(0, 2), (2, 4), (4, 29)], {'bandwidth': 33}), (0, 5): ([(3, 4), (4, 29)], {'bandwidth': 20}), (0, 3): ([(8, 4), (4, 29)], {'bandwidth': 7}), (6, 7): ([(17, 4), (4, 16), (16, 34)], {'bandwidth': 22}), (6, 2): ([(2, 4), (4, 17)], {'bandwidth': 20}), (6, 0): ([(17, 4), (4, 5), (5, 23), (23, 29)], {'bandwidth': 19}), (6, 3): ([(8, 4), (4, 17)], {'bandwidth': 1}), (1, 2): ([(2, 32)], {'bandwidth': 21}), (1, 6): ([(17, 30), (30, 0), (0, 2), (2, 32)], {'bandwidth': 13}), (1, 9): ([(0, 1), (1, 33), (33, 34), (34, 32)], {'bandwidth': 11}), (1, 5): ([(3, 4), (4, 2), (2, 32)], {'bandwidth': 5}), (1, 0): ([(29, 9), (9, 8), (8, 4), (4, 2), (2, 32)], {'bandwidth': 4})}",587,1230,763,0.6203252032520326,1,0
5,leave,3637,2,True,True,"{}","{}",587,0,0,0,0,0
6,arrival,4059,3,True,True,"{2: (22, {'cpu': 13, 'gpu': 15, 'storage': 13}), 3: (13, {'cpu': 9, 'gpu': 19, 'storage': 8}), 1: (12, {'cpu': 1, 'gpu': 0, 'storage': 4}), 0: (14, {'cpu': 0, 'gpu': 1, 'storage': 3})}","{(3, 2): ([(13, 22)], {'bandwidth': 49}), (1, 2): ([(12, 22)], {'bandwidth': 41}), (1, 3): ([(12, 13)], {'bandwidth': 8}), (0, 3): ([(13, 14)], {'bandwidth': 31})}",6,215,215,1.0,1,0
7,leave,4065,3,True,True,"{}","{}",6,0,0,0,0,0
8,arrival,5091,4,True,True,"{3: (22, {'cpu': 11, 'gpu': 10, 'storage': 2}), 2: (23, {'cpu': 13, 'gpu': 6, 'storage': 0}), 1: (29, {'cpu': 8, 'gpu': 0, 'storage': 1}), 0: (28, {'cpu': 13, 'gpu': 2, 'storage': 19})}","{(2, 3): ([(22, 23)], {'bandwidth': 33}), (1, 3): ([(22, 23), (23, 29)], {'bandwidth': 16}), (0, 1): ([(28, 29)], {'bandwidth': 21}), (0, 2): ([(23, 29), (29, 28)], {'bandwidth': 11})}",445,193,166,0.8601036269430051,1,0
9,leave,5536,4,True,True,"{}","{}",445,0,0,0,0,0
