event_id,event_type,event_time,v_net_id,place_result,route_result,node_mapping,link_mapping,lifetime,cost,revenue,r2c_ratio,running_request,elapsed_time
0,arrival,996,0,True,True,"{3: (38, {'cpu': 13, 'gpu': 7, 'storage': 13}), 0: (2, {'cpu': 1, 'gpu': 12, 'storage': 2}), 2: (39, {'cpu': 9, 'gpu': 3, 'storage': 4}), 1: (0, {'cpu': 9, 'gpu': 9, 'storage': 9}), 4: (31, {'cpu': 2, 'gpu': 18, 'storage': 1})}","{(2, 0): ([(2, 38), (38, 39)], {'bandwidth': 25}), (1, 3): ([(0, 2), (2, 38)], {'bandwidth': 25}), (1, 0): ([(0, 2)], {'bandwidth': 9}), (4, 2): ([(31, 2), (2, 38), (38, 39)], {'bandwidth': 3}), (4, 1): ([(0, 2), (2, 31)], {'bandwidth': 1})}",283,232,175,0.7543103448275862,1,0
1,leave,1279,0,True,True,"{}","{}",283,0,0,0,0,0
2,arrival,1989,1,True,True,"{2: (29, {'cpu': 19, 'gpu': 8, 'storage': 14}), 3: (4, {'cpu': 13, 'gpu': 4, 'storage': 19}), 1: (0, {'cpu': 5, 'gpu': 17, 'storage': 0}), 4: (2, {'cpu': 16, 'gpu': 16, 'storage': 12}), 6: (31, {'cpu': 12, 'gpu': 11, 'storage': 3}), 0: (16, {'cpu': 2, 'gpu': 20, 'storage': 16}), 5: (34, {'cpu': 0, 'gpu': 0, 'storage': 9})}","{(3, 2): ([(4, 29)], {'bandwidth': 32}), (1, 3): ([(0, 4)], {'bandwidth': 29}), (1, 2): ([(0, 4), (4, 29)], {'bandwidth': 18}), (4, 2): ([(2, 4), (4, 5), (5, 23), (23, 29)], {'bandwidth': 47}), (4, 3): ([(2, 4)], {'bandwidth': 30}), (6, 2): ([(29, 4), (4, 31)], {'bandwidth': 24}), (6, 4): ([(2, 31)], {'bandwidth': 21}), (0, 2): ([(16, 4), (4, 29)], {'bandwidth': 12}), (0, 3): ([(4, 16)], {'bandwidth': 3}), (0, 4): ([(2, 4), (4, 16)], {'bandwidth': 2}), (5, 4): ([(2, 0), (0, 34)], {'bandwidth': 5})}",810,641,439,0.6848673946957878,1,0
3,leave,2799,1,True,True,"{}","{}",810,0,0,0,0,0
4,arrival,2966,2,True,True,"{5: (25, {'cpu': 9, 'gpu': 1, 'storage': 7}), 2: (7, {'cpu': 20, 'gpu': 4, 'storage': 6}), 0: (4, {'cpu': 11, 'gpu': 9, 'storage': 19}), 7: (34, {'cpu': 11, 'gpu': 14, 'storage': 7}), 4: (8, {'cpu': 18, 'gpu': 9, 'storage': 20}), 6: (0, {'cpu': 13, 'gpu': 15, 'storage': 9}), 1: (2, {'cpu': 11, 'gpu': 20, 'storage': 9}), 3: (16, {'cpu': 17, 'gpu': 12, 'storage': 4}), 8: (32, {'cpu': 10, 'gpu': 19, 'storage': 3})}","{(2, 5): ([(7, 25)], {'bandwidth': 37}), (0, 2): ([(4, 6), (6, 7)], {'bandwidth': 34}), (7, 2): ([(7, 34)], {'bandwidth': 11}), (4, 7): ([(8, 7), (7, 34)], {'bandwidth': 43}), (4, 2): ([(7, 8)], {'bandwidth': 23}), (6, 0): ([(0, 4)], {'bandwidth': 24}), (6, 7): ([(0, 34)], {'bandwidth': 18}), (1, 6): ([(0, 2)], {'bandwidth': 35}), (1, 4): ([(2, 4), (4, 8)], {'bandwidth': 25}), (3, 1): ([(2, 4), (4, 16)], {'bandwidth': 28}), (8, 3): ([(16, 34), (34, 32)], {'bandwidth': 34}), (8, 1): ([(2, 32)], {'bandwidth': 9})}",621,792,628,0.7929292929292929,1,0
5,leave,3587,2,True,True,"{}","{}",621,0,0,0,0,0
6,arrival,3934,3,True,True,"{1: (29, {'cpu': 8, 'gpu': 1, 'storage': 18}), 0: (9, {'cpu': 16, 'gpu': 13, 'storage': 20}), 2: (18, {'cpu': 10, 'gpu': 14, 'storage': 18}), 3: (8, {'cpu': 14, 'gpu': 20, 'storage': 14})}","{(0, 1): ([(9, 29)], {'bandwidth': 50}), (2, 1): ([(18, 9), (9, 15), (15, 29)], {'bandwidth': 48}), (3, 0): ([(8, 9)], {'bandwidth': 37})}",302,397,301,0.7581863979848866,1,0
7,leave,4236,3,True,True,"{}","{}",302,0,0,0,0,0
8,arrival,4943,4,True,True,"{2: (25, {'cpu': 15, 'gpu': 5, 'storage': 5}), 1: (8, {'cpu': 6, 'gpu': 10, 'storage': 14}), 7: (4, {'cpu': 11, 'gpu': 3, 'storage': 14}), 5: (34, {'cpu': 5, 'gpu': 20, 'storage': 9}), 8: (2, {'cpu': 7, 'gpu': 14, 'storage': 14}), 3: (0, {'cpu': 10, 'gpu': 3, 'storage': 17}), 0: (31, {'cpu': 2, 'gpu': 11, 'storage': 3}), 4: (16, {'cpu': 8, 'gpu': 16, 'storage': 9}), 6: (32, {'cpu': 20, 'gpu': 12, 'storage': 0})}","{(1, 2): ([(8, 25)], {'bandwidth': 49}), (7, 2): ([(4, 6), (6, 7), (7, 25)], {'bandwidth': 48}), (7, 1): ([(4, 8)], {'bandwidth': 28}), (5, 1): ([(8, 7), (7, 34)], {'bandwidth': 26}), (5, 2): ([(25, 7), (7, 34)], {'bandwidth': 26}), (5, 7): ([(4, 0), (0, 34)], {'bandwidth': 18}), (8, 2): ([(2, 0), (0, 34), (34, 24), (24, 25)], {'bandwidth': 31}), (3, 8): ([(0, 2)], {'bandwidth': 22}), (3, 7): ([(0, 4)], {'bandwidth': 15}), (0, 2): ([(25, 9), (9, 8), (8, 4), (4, 31)], {'bandwidth': 29}), (0, 5): ([(31, 2), (2, 32), (32, 34)], {'bandwidth': 18}), (4, 3): ([(0, 4), (4, 16)], {'bandwidth': 22}), (4, 0): ([(16, 4), (4, 31)], {'bandwidth': 13}), (6, 4): ([(16, 34), (34, 32)], {'bandwidth': 37}), (6, 0): ([(31, 2), (2, 32)], {'bandwidth': 11}), (6, 5): ([(32, 34)], {'bandwidth': 6})}",1690,1127,662,0.5874001774622892,1,0
9,arrival,5984,5,True,False,"{1: (29, {'cpu': 13, 'gpu': 5, 'storage': 20}), 5: (4, {'cpu': 6, 'gpu': 19, 'storage': 2}), 0: (3, {'cpu': 6, 'gpu': 2, 'storage': 4}), 4: (5, {'cpu': 11, 'gpu': 10, 'storage': 5}), 3: (39, {'cpu': 11, 'gpu': 8, 'storage': 15})}","{(5, 1): ([(4, 29)], {'bandwidth': 49}), (0, 5): ([(3, 4)], {'bandwidth': 34}), (0, 1): ([(3, 4), (4, 29)], {'bandwidth': 29}), (4, 1): ([(5, 23), (23, 29)], {'bandwidth': 46}), (4, 5): ([(4, 5)], {'bandwidth': 38}), (4, 0): ([(3, 5)], {'bandwidth': 12}), (3, 4): ([(5, 3), (3, 30), (30, 39)], {'bandwidth': 15})}",667,465,360,0.7741935483870968,1,0
