event_id,event_type,event_time,v_net_id,place_result,route_result,node_mapping,link_mapping,lifetime,cost,revenue,r2c_ratio,running_request,elapsed_time
0,arrival,1043,0,True,True,"{3: (31, {'cpu': 9, 'gpu': 1, 'storage': 11}), 1: (2, {'cpu': 20, 'gpu': 3, 'storage': 17}), 4: (4, {'cpu': 6, 'gpu': 5, 'storage': 0}), 0: (3, {'cpu': 13, 'gpu': 13, 'storage': 9}), 2: (5, {'cpu': 17, 'gpu': 19, 'storage': 9})}","{(1, 3): ([(2, 31)], {'bandwidth': 17}), (4, 3): ([(4, 31)], {'bandwidth': 35}), (4, 1): ([(2, 4)], {'bandwidth': 25}), (0, 4): ([(3, 4)], {'bandwidth': 30}), (0, 1): ([(2, 4), (4, 3)], {'bandwidth': 5}), (2, 4): ([(4, 5)], {'bandwidth': 48}), (2, 0): ([(3, 5)], {'bandwidth': 20})}",29,337,332,0.9851632047477745,1,0
1,leave,1072,0,True,True,"{}","{}",29,0,0,0,0,0
2,arrival,2029,1,True,True,"{3: (24, {'cpu': 6, 'gpu': 12, 'storage': 19}), 1: (25, {'cpu': 14, 'gpu': 5, 'storage': 13}), 0: (7, {'cpu': 3, 'gpu': 11, 'storage': 13}), 2: (8, {'cpu': 4, 'gpu': 7, 'storage': 19})}","{(1, 3): ([(24, 25)], {'bandwidth': 2}), (0, 3): ([(7, 25), (25, 24)], {'bandwidth': 0}), (2, 0): ([(7, 8)], {'bandwidth': 31}), (2, 1): ([(8, 25)], {'bandwidth': 20})}",140,179,179,1.0,1,0
3,leave,2169,1,True,True,"{}","{}",140,0,0,0,0,0
4,arrival,3127,2,True,True,"{0: (19, {'cpu': 11, 'gpu': 13, 'storage': 2}), 1: (3, {'cpu': 3, 'gpu': 20, 'storage': 2}), 2: (5, {'cpu': 2, 'gpu': 6, 'storage': 11})}","{(1, 0): ([(3, 19)], {'bandwidth': 45}), (2, 0): ([(5, 3), (3, 19)], {'bandwidth': 28}), (2, 1): ([(3, 5)], {'bandwidth': 4})}",754,175,147,0.84,1,0
5,leave,3881,2,True,True,"{}","{}",754,0,0,0,0,0
6,arrival,4163,3,True,True,"{0: (24, {'cpu': 20, 'gpu': 8, 'storage': 10}), 2: (25, {'cpu': 8, 'gpu': 11, 'storage': 16}), 1: (7, {'cpu': 5, 'gpu': 15, 'storage': 19}), 3: (8, {'cpu': 19, 'gpu': 16, 'storage': 16}), 4: (6, {'cpu': 14, 'gpu': 14, 'storage': 8})}","{(2, 0): ([(24, 25)], {'bandwidth': 9}), (1, 0): ([(7, 25), (25, 24)], {'bandwidth': 46}), (3, 2): ([(8, 25)], {'bandwidth': 37}), (3, 1): ([(7, 8)], {'bandwidth': 32}), (4, 1): ([(6, 7)], {'bandwidth': 35}), (4, 3): ([(6, 4), (4, 8)], {'bandwidth': 9})}",1243,422,367,0.8696682464454977,1,0
7,arrival,5205,4,True,True,"{2: (3, {'cpu': 16, 'gpu': 3, 'storage': 1}), 7: (5, {'cpu': 0, 'gpu': 11, 'storage': 11}), 5: (2, {'cpu': 2, 'gpu': 18, 'storage': 2}), 6: (0, {'cpu': 5, 'gpu': 4, 'storage': 17}), 4: (4, {'cpu': 11, 'gpu': 0, 'storage': 12}), 1: (30, {'cpu': 19, 'gpu': 5, 'storage': 17}), 0: (31, {'cpu': 20, 'gpu': 8, 'storage': 11}), 3: (23, {'cpu': 12, 'gpu': 13, 'storage': 6}), 8: (29, {'cpu': 3, 'gpu': 17, 'storage': 19})}","{(7, 2): ([(3, 5)], {'bandwidth': 39}), (5, 2): ([(2, 4), (4, 3)], {'bandwidth': 44}), (6, 2): ([(0, 4), (4, 3)], {'bandwidth': 26}), (6, 5): ([(0, 2)], {'bandwidth': 4}), (4, 5): ([(2, 0), (0, 4)], {'bandwidth': 42}), (4, 6): ([(0, 2), (2, 4)], {'bandwidth': 31}), (4, 7): ([(4, 5)], {'bandwidth': 0}), (1, 5): ([(2, 38), (38, 39), (39, 30)], {'bandwidth': 37}), (1, 7): ([(5, 3), (3, 30)], {'bandwidth': 28}), (1, 2): ([(3, 30)], {'bandwidth': 27}), (1, 4): ([(4, 0), (0, 30)], {'bandwidth': 6}), (0, 1): ([(30, 17), (17, 4), (4, 31)], {'bandwidth': 33}), (0, 6): ([(0, 2), (2, 31)], {'bandwidth': 1}), (3, 4): ([(4, 5), (5, 23)], {'bandwidth': 19}), (3, 0): ([(23, 5), (5, 4), (4, 31)], {'bandwidth': 0}), (8, 1): ([(29, 4), (4, 16), (16, 34), (34, 0), (0, 30)], {'bandwidth': 32}), (8, 3): ([(23, 29)], {'bandwidth': 27})}",187,1124,659,0.5862989323843416,2,0
8,leave,5392,4,True,True,"{}","{}",187,0,0,0,1,0
9,leave,5406,3,True,True,"{}","{}",1243,0,0,0,0,0
10,arrival,6203,5,True,True,"{2: (31, {'cpu': 10, 'gpu': 16, 'storage': 2}), 1: (2, {'cpu': 10, 'gpu': 0, 'storage': 5}), 0: (0, {'cpu': 12, 'gpu': 9, 'storage': 11})}","{(1, 2): ([(2, 31)], {'bandwidth': 27}), (0, 1): ([(0, 2)], {'bandwidth': 6})}",89,108,108,1.0,1,0
11,leave,6292,5,True,True,"{}","{}",89,0,0,0,0,0
12,arrival,7256,6,True,True,"{1: (10, {'cpu': 4, 'gpu': 5, 'storage': 7}), 0: (3, {'cpu': 14, 'gpu': 5, 'storage': 16})}","{(0, 1): ([(3, 10)], {'bandwidth': 18})}",70,69,69,1.0,1,0
