event_id,event_type,event_time,v_net_id,place_result,route_result,node_mapping,link_mapping,lifetime,cost,revenue,r2c_ratio,running_request,elapsed_time
0,arrival,931,0,True,False,"{4: (7, {'cpu': 18, 'gpu': 1, 'storage': 19}), 6: (22, {'cpu': 3, 'gpu': 2, 'storage': 8}), 3: (2, {'cpu': 3, 'gpu': 10, 'storage': 3}), 5: (0, {'cpu': 4, 'gpu': 11, 'storage': 7}), 2: (29, {'cpu': 8, 'gpu': 0, 'storage': 12}), 8: (8, {'cpu': 14, 'gpu': 2, 'storage': 7}), 1: (25, {'cpu': 13, 'gpu': 17, 'storage': 12}), 7: (17, {'cpu': 20, 'gpu': 1, 'storage': 4}), 9: (9, {'cpu': 9, 'gpu': 17, 'storage': 15})}","{(6, 4): ([(7, 6), (6, 4), (4, 5), (5, 23), (23, 22)], {'bandwidth': 14}), (3, 4): ([(2, 0), (0, 34), (34, 7)], {'bandwidth': 34}), (3, 6): ([(2, 4), (4, 5), (5, 23), (23, 22)], {'bandwidth': 19}), (5, 3): ([(0, 2)], {'bandwidth': 15}), (2, 5): ([(0, 4), (4, 29)], {'bandwidth': 44}), (8, 3): ([(2, 4), (4, 8)], {'bandwidth': 13}), (8, 2): ([(8, 4), (4, 29)], {'bandwidth': 6}), (1, 8): ([(8, 25)], {'bandwidth': 26}), (1, 4): ([(7, 25)], {'bandwidth': 19}), (1, 5): ([(0, 4), (4, 8), (8, 25)], {'bandwidth': 17}), (7, 5): ([(0, 30), (30, 17)], {'bandwidth': 49}), (7, 2): ([(17, 4), (4, 29)], {'bandwidth': 27}), (7, 6): ([(17, 4), (4, 8), (8, 9), (9, 15), (15, 12), (12, 22)], {'bandwidth': 25}), (7, 8): ([(8, 4), (4, 17)], {'bandwidth': 18}), (7, 1): ([(17, 4), (4, 8), (8, 25)], {'bandwidth': 5}), (9, 5): ([(0, 34), (34, 7), (7, 8), (8, 9)], {'bandwidth': 21}), (9, 4): ([(7, 8), (8, 9)], {'bandwidth': 18}), (9, 7): ([(9, 25), (25, 7), (7, 6), (6, 4), (4, 17)], {'bandwidth': 18}), (9, 2): ([(9, 29)], {'bandwidth': 16}), (9, 8): ([(8, 25), (25, 9)], {'bandwidth': 16}), (9, 3): ([(2, 0), (0, 34), (34, 24), (24, 25), (25, 9)], {'bandwidth': 14}), (9, 1): ([(9, 25)], {'bandwidth': 8})}",2103,1414,682,0.4823196605374823,0,0
1,arrival,1914,1,True,True,"{0: (6, {'cpu': 10, 'gpu': 10, 'storage': 19}), 1: (7, {'cpu': 0, 'gpu': 7, 'storage': 3}), 3: (25, {'cpu': 13, 'gpu': 10, 'storage': 2}), 2: (8, {'cpu': 5, 'gpu': 8, 'storage': 18}), 5: (34, {'cpu': 3, 'gpu': 18, 'storage': 13}), 4: (4, {'cpu': 12, 'gpu': 18, 'storage': 4})}","{(1, 0): ([(6, 7)], {'bandwidth': 23}), (3, 1): ([(7, 25)], {'bandwidth': 24}), (2, 3): ([(8, 25)], {'bandwidth': 36}), (2, 1): ([(7, 8)], {'bandwidth': 19}), (5, 3): ([(25, 7), (7, 34)], {'bandwidth': 43}), (4, 5): ([(4, 0), (0, 34)], {'bandwidth': 11}), (4, 2): ([(4, 8)], {'bandwidth': 0})}",197,383,329,0.8590078328981723,1,0
2,leave,2111,1,True,True,"{}","{}",197,0,0,0,0,0
3,arrival,2922,2,True,True,"{1: (0, {'cpu': 17, 'gpu': 18, 'storage': 8}), 0: (4, {'cpu': 0, 'gpu': 10, 'storage': 15})}","{(0, 1): ([(0, 4)], {'bandwidth': 41})}",704,109,109,1.0,1,0
5,leave,3626,2,True,True,"{}","{}",704,0,0,0,0,0
6,arrival,3870,3,True,True,"{0: (16, {'cpu': 8, 'gpu': 11, 'storage': 16}), 1: (34, {'cpu': 2, 'gpu': 7, 'storage': 0}), 2: (7, {'cpu': 15, 'gpu': 8, 'storage': 15})}","{(1, 0): ([(16, 34)], {'bandwidth': 18}), (2, 1): ([(7, 34)], {'bandwidth': 12})}",599,112,112,1.0,1,0
7,leave,4469,3,True,True,"{}","{}",599,0,0,0,0,0
8,arrival,4869,4,True,False,"{1: (6, {'cpu': 0, 'gpu': 5, 'storage': 8}), 4: (12, {'cpu': 0, 'gpu': 16, 'storage': 7}), 0: (0, {'cpu': 13, 'gpu': 8, 'storage': 0}), 3: (8, {'cpu': 14, 'gpu': 8, 'storage': 17}), 5: (25, {'cpu': 20, 'gpu': 12, 'storage': 13}), 6: (9, {'cpu': 19, 'gpu': 6, 'storage': 11})}","{(4, 1): ([(6, 4), (4, 29), (29, 15), (15, 12)], {'bandwidth': 17}), (0, 1): ([(0, 4), (4, 6)], {'bandwidth': 46}), (3, 0): ([(0, 2), (2, 4), (4, 8)], {'bandwidth': 42}), (5, 3): ([(8, 25)], {'bandwidth': 39}), (5, 1): ([(6, 7), (7, 25)], {'bandwidth': 21}), (6, 5): ([(9, 25)], {'bandwidth': 49}), (6, 4): ([(9, 15), (15, 12)], {'bandwidth': 36}), (6, 0): ([(0, 4), (4, 8), (8, 9)], {'bandwidth': 9})}",116,692,436,0.630057803468208,0,0
10,arrival,5807,5,True,True,"{0: (5, {'cpu': 3, 'gpu': 11, 'storage': 10}), 2: (4, {'cpu': 18, 'gpu': 17, 'storage': 1}), 1: (3, {'cpu': 15, 'gpu': 20, 'storage': 13})}","{(2, 0): ([(4, 5)], {'bandwidth': 34}), (1, 2): ([(3, 4)], {'bandwidth': 41})}",201,183,183,1.0,1,0
11,leave,6008,5,True,True,"{}","{}",201,0,0,0,0,0
