event_id,event_type,event_time,v_net_id,place_result,route_result,node_mapping,link_mapping,lifetime,cost,revenue,r2c_ratio,running_request,elapsed_time
0,arrival,975,0,True,True,"{0: (25, {'cpu': 14, 'gpu': 13, 'storage': 9}), 2: (7, {'cpu': 18, 'gpu': 4, 'storage': 7}), 1: (8, {'cpu': 4, 'gpu': 14, 'storage': 8}), 6: (9, {'cpu': 14, 'gpu': 11, 'storage': 7}), 4: (29, {'cpu': 15, 'gpu': 12, 'storage': 0}), 3: (34, {'cpu': 1, 'gpu': 16, 'storage': 9}), 5: (0, {'cpu': 11, 'gpu': 4, 'storage': 11})}","{(1, 2): ([(7, 8)], {'bandwidth': 33}), (1, 0): ([(8, 25)], {'bandwidth': 19}), (6, 0): ([(9, 25)], {'bandwidth': 25}), (6, 1): ([(8, 9)], {'bandwidth': 8}), (6, 2): ([(7, 8), (8, 9)], {'bandwidth': 4}), (4, 0): ([(25, 9), (9, 29)], {'bandwidth': 30}), (3, 0): ([(25, 7), (7, 34)], {'bandwidth': 30}), (3, 1): ([(8, 7), (7, 34)], {'bandwidth': 0}), (3, 4): ([(29, 4), (4, 0), (0, 34)], {'bandwidth': 0}), (5, 3): ([(0, 34)], {'bandwidth': 10})}",119,425,361,0.8494117647058823,1,0
1,leave,1094,0,True,True,"{}","{}",119,0,0,0,0,0
2,arrival,2020,1,True,False,"{6: (4, {'cpu': 17, 'gpu': 0, 'storage': 8}), 3: (2, {'cpu': 4, 'gpu': 2, 'storage': 4}), 2: (0, {'cpu': 0, 'gpu': 3, 'storage': 17}), 5: (3, {'cpu': 9, 'gpu': 1, 'storage': 3}), 1: (31, {'cpu': 9, 'gpu': 14, 'storage': 8}), 0: (34, {'cpu': 10, 'gpu': 3, 'storage': 0})}","{(3, 6): ([(2, 4)], {'bandwidth': 40}), (2, 3): ([(0, 2)], {'bandwidth': 10}), (5, 2): ([(0, 4), (4, 3)], {'bandwidth': 48}), (5, 6): ([(3, 5), (5, 4)], {'bandwidth': 39}), (5, 3): ([(2, 0), (0, 30), (30, 3)], {'bandwidth': 35}), (1, 3): ([(2, 31)], {'bandwidth': 39}), (1, 6): ([(4, 31)], {'bandwidth': 36}), (1, 2): ([(0, 34), (34, 16), (16, 4), (4, 31)], {'bandwidth': 28}), (0, 5): ([(3, 5), (5, 4), (4, 2), (2, 32), (32, 34)], {'bandwidth': 37}), (0, 1): ([(31, 2), (2, 0), (0, 34)], {'bandwidth': 10}), (0, 2): ([(0, 34)], {'bandwidth': 2})}",621,845,436,0.5159763313609468,0,0
4,arrival,3060,2,True,True,"{7: (4, {'cpu': 5, 'gpu': 19, 'storage': 8}), 2: (2, {'cpu': 8, 'gpu': 18, 'storage': 1}), 6: (0, {'cpu': 8, 'gpu': 18, 'storage': 15}), 3: (34, {'cpu': 7, 'gpu': 1, 'storage': 1}), 0: (31, {'cpu': 9, 'gpu': 3, 'storage': 12}), 4: (7, {'cpu': 13, 'gpu': 0, 'storage': 9}), 5: (8, {'cpu': 16, 'gpu': 12, 'storage': 5}), 1: (9, {'cpu': 16, 'gpu': 2, 'storage': 16})}","{(2, 7): ([(2, 4)], {'bandwidth': 44}), (6, 2): ([(0, 2)], {'bandwidth': 39}), (6, 7): ([(0, 4)], {'bandwidth': 19}), (3, 7): ([(4, 16), (16, 34)], {'bandwidth': 48}), (3, 2): ([(2, 32), (32, 34)], {'bandwidth': 35}), (3, 6): ([(0, 34)], {'bandwidth': 8}), (0, 6): ([(0, 30), (30, 3), (3, 4), (4, 31)], {'bandwidth': 48}), (0, 7): ([(4, 31)], {'bandwidth': 24}), (4, 7): ([(4, 6), (6, 7)], {'bandwidth': 37}), (4, 6): ([(0, 34), (34, 7)], {'bandwidth': 26}), (4, 3): ([(7, 34)], {'bandwidth': 7}), (5, 3): ([(8, 7), (7, 34)], {'bandwidth': 19}), (5, 2): ([(2, 4), (4, 8)], {'bandwidth': 5}), (5, 4): ([(7, 8)], {'bandwidth': 1}), (1, 6): ([(0, 4), (4, 8), (8, 9)], {'bandwidth': 24}), (1, 0): ([(9, 8), (8, 4), (4, 2), (2, 31)], {'bandwidth': 17}), (1, 3): ([(9, 8), (8, 7), (7, 34)], {'bandwidth': 11})}",85,1069,634,0.5930776426566885,1,0
5,leave,3145,2,True,True,"{}","{}",85,0,0,0,0,0
6,arrival,4065,3,True,True,"{1: (11, {'cpu': 16, 'gpu': 9, 'storage': 19}), 2: (13, {'cpu': 19, 'gpu': 18, 'storage': 8}), 0: (12, {'cpu': 2, 'gpu': 6, 'storage': 4})}","{(2, 1): ([(11, 13)], {'bandwidth': 40}), (0, 2): ([(12, 13)], {'bandwidth': 3})}",430,144,144,1.0,1,0
7,leave,4495,3,True,True,"{}","{}",430,0,0,0,0,0
8,arrival,5032,4,True,True,"{1: (12, {'cpu': 3, 'gpu': 4, 'storage': 3}), 4: (15, {'cpu': 16, 'gpu': 13, 'storage': 8}), 0: (29, {'cpu': 5, 'gpu': 18, 'storage': 6}), 3: (9, {'cpu': 1, 'gpu': 6, 'storage': 2}), 2: (25, {'cpu': 15, 'gpu': 20, 'storage': 13})}","{(4, 1): ([(12, 15)], {'bandwidth': 44}), (0, 4): ([(15, 29)], {'bandwidth': 30}), (3, 1): ([(9, 15), (15, 12)], {'bandwidth': 20}), (2, 4): ([(15, 9), (9, 25)], {'bandwidth': 21}), (2, 3): ([(9, 25)], {'bandwidth': 2})}",720,291,250,0.8591065292096219,1,0
9,leave,5752,4,True,True,"{}","{}",720,0,0,0,0,0
10,arrival,6054,5,True,True,"{3: (39, {'cpu': 6, 'gpu': 9, 'storage': 11}), 1: (38, {'cpu': 0, 'gpu': 19, 'storage': 4}), 2: (2, {'cpu': 7, 'gpu': 1, 'storage': 6}), 0: (0, {'cpu': 12, 'gpu': 20, 'storage': 8})}","{(1, 3): ([(38, 39)], {'bandwidth': 48}), (2, 1): ([(2, 38)], {'bandwidth': 24}), (0, 2): ([(0, 2)], {'bandwidth': 8})}",554,183,183,1.0,1,0
