event_id,event_type,event_time,v_net_id,place_result,route_result,node_mapping,link_mapping,lifetime,cost,revenue,r2c_ratio,running_request,elapsed_time
0,arrival,1019,0,True,True,"{2: (12, {'cpu': 12, 'gpu': 11, 'storage': 7}), 1: (13, {'cpu': 13, 'gpu': 11, 'storage': 0}), 0: (14, {'cpu': 18, 'gpu': 13, 'storage': 18}), 3: (22, {'cpu': 3, 'gpu': 0, 'storage': 8})}","{(1, 2): ([(12, 13)], {'bandwidth': 28}), (0, 2): ([(12, 14)], {'bandwidth': 6}), (3, 0): ([(14, 12), (12, 22)], {'bandwidth': 15})}",140,178,163,0.9157303370786517,1,0
1,leave,1159,0,True,True,"{}","{}",140,0,0,0,0,0
2,arrival,1957,1,True,True,"{2: (13, {'cpu': 16, 'gpu': 19, 'storage': 1}), 0: (14, {'cpu': 16, 'gpu': 16, 'storage': 20}), 1: (12, {'cpu': 1, 'gpu': 4, 'storage': 2})}","{(0, 2): ([(13, 14)], {'bandwidth': 28}), (1, 2): ([(12, 13)], {'bandwidth': 1})}",397,124,124,1.0,1,0
3,leave,2354,1,True,True,"{}","{}",397,0,0,0,0,0
4,arrival,3037,2,True,True,"{5: (4, {'cpu': 2, 'gpu': 0, 'storage': 10}), 2: (2, {'cpu': 8, 'gpu': 12, 'storage': 18}), 6: (0, {'cpu': 0, 'gpu': 13, 'storage': 9}), 8: (34, {'cpu': 1, 'gpu': 19, 'storage': 12}), 4: (7, {'cpu': 9, 'gpu': 19, 'storage': 2}), 7: (8, {'cpu': 4, 'gpu': 19, 'storage': 6}), 1: (30, {'cpu': 11, 'gpu': 11, 'storage': 17}), 9: (31, {'cpu': 3, 'gpu': 2, 'storage': 17}), 3: (5, {'cpu': 4, 'gpu': 0, 'storage': 15}), 0: (3, {'cpu': 10, 'gpu': 17, 'storage': 5})}","{(6, 2): ([(0, 2)], {'bandwidth': 46}), (8, 2): ([(2, 32), (32, 34)], {'bandwidth': 45}), (8, 5): ([(4, 0), (0, 34)], {'bandwidth': 22}), (4, 5): ([(4, 6), (6, 7)], {'bandwidth': 39}), (4, 8): ([(7, 34)], {'bandwidth': 9}), (4, 2): ([(2, 0), (0, 34), (34, 7)], {'bandwidth': 4}), (7, 4): ([(7, 8)], {'bandwidth': 32}), (7, 8): ([(8, 7), (7, 34)], {'bandwidth': 20}), (7, 5): ([(4, 8)], {'bandwidth': 10}), (7, 6): ([(0, 4), (4, 8)], {'bandwidth': 3}), (1, 5): ([(4, 0), (0, 30)], {'bandwidth': 49}), (1, 6): ([(0, 34), (34, 16), (16, 4), (4, 3), (3, 30)], {'bandwidth': 31}), (9, 5): ([(4, 31)], {'bandwidth': 28}), (9, 7): ([(8, 4), (4, 31)], {'bandwidth': 12}), (9, 8): ([(31, 2), (2, 0), (0, 34)], {'bandwidth': 6}), (9, 1): ([(30, 0), (0, 2), (2, 31)], {'bandwidth': 0}), (3, 9): ([(5, 4), (4, 2), (2, 31)], {'bandwidth': 25}), (3, 1): ([(5, 3), (3, 30)], {'bandwidth': 9}), (3, 8): ([(5, 4), (4, 0), (0, 34)], {'bandwidth': 4}), (3, 4): ([(5, 4), (4, 6), (6, 7)], {'bandwidth': 2}), (3, 5): ([(4, 5)], {'bandwidth': 2}), (0, 1): ([(3, 30)], {'bandwidth': 15})}",514,1093,688,0.6294602012808783,1,0
5,leave,3551,2,True,True,"{}","{}",514,0,0,0,0,0
6,arrival,4051,3,True,True,"{2: (12, {'cpu': 2, 'gpu': 11, 'storage': 4}), 1: (13, {'cpu': 0, 'gpu': 12, 'storage': 13}), 0: (22, {'cpu': 10, 'gpu': 15, 'storage': 16}), 3: (14, {'cpu': 14, 'gpu': 0, 'storage': 15})}","{(1, 2): ([(12, 13)], {'bandwidth': 48}), (0, 2): ([(12, 22)], {'bandwidth': 37}), (3, 1): ([(13, 14)], {'bandwidth': 21}), (3, 0): ([(14, 12), (12, 22)], {'bandwidth': 14})}",165,246,232,0.943089430894309,1,0
7,leave,4216,3,True,True,"{}","{}",165,0,0,0,0,0
8,arrival,5101,4,True,True,"{1: (12, {'cpu': 13, 'gpu': 9, 'storage': 11}), 3: (22, {'cpu': 7, 'gpu': 12, 'storage': 18}), 4: (13, {'cpu': 11, 'gpu': 13, 'storage': 4}), 0: (14, {'cpu': 8, 'gpu': 10, 'storage': 10}), 2: (27, {'cpu': 8, 'gpu': 6, 'storage': 6}), 5: (29, {'cpu': 8, 'gpu': 15, 'storage': 6})}","{(3, 1): ([(12, 22)], {'bandwidth': 25}), (4, 1): ([(12, 13)], {'bandwidth': 34}), (4, 3): ([(13, 22)], {'bandwidth': 1}), (0, 3): ([(14, 13), (13, 22)], {'bandwidth': 40}), (2, 0): ([(14, 12), (12, 22), (22, 27)], {'bandwidth': 25}), (2, 1): ([(12, 13), (13, 22), (22, 27)], {'bandwidth': 12}), (5, 1): ([(12, 15), (15, 29)], {'bandwidth': 23})}",537,472,335,0.7097457627118644,1,0
9,leave,5638,4,True,True,"{}","{}",537,0,0,0,0,0
10,arrival,6087,5,True,True,"{5: (22, {'cpu': 13, 'gpu': 14, 'storage': 20}), 0: (12, {'cpu': 16, 'gpu': 11, 'storage': 17}), 4: (13, {'cpu': 6, 'gpu': 14, 'storage': 10}), 2: (14, {'cpu': 15, 'gpu': 13, 'storage': 8}), 6: (15, {'cpu': 9, 'gpu': 20, 'storage': 11}), 3: (29, {'cpu': 12, 'gpu': 15, 'storage': 20}), 1: (23, {'cpu': 14, 'gpu': 18, 'storage': 5})}","{(0, 5): ([(12, 22)], {'bandwidth': 41}), (4, 5): ([(13, 22)], {'bandwidth': 40}), (2, 0): ([(12, 14)], {'bandwidth': 23}), (2, 4): ([(13, 14)], {'bandwidth': 6}), (6, 2): ([(14, 12), (12, 15)], {'bandwidth': 37}), (3, 6): ([(15, 29)], {'bandwidth': 12}), (1, 6): ([(15, 29), (29, 23)], {'bandwidth': 5})}",26,487,445,0.9137577002053389,1,0
11,leave,6113,5,True,True,"{}","{}",26,0,0,0,0,0
12,arrival,7151,6,True,False,"{0: (12, {'cpu': 3, 'gpu': 18, 'storage': 20}), 1: (13, {'cpu': 2, 'gpu': 0, 'storage': 20}), 3: (14, {'cpu': 20, 'gpu': 12, 'storage': 20}), 2: (22, {'cpu': 19, 'gpu': 5, 'storage': 5})}","{(1, 0): ([(12, 13)], {'bandwidth': 40}), (3, 1): ([(13, 14)], {'bandwidth': 47}), (3, 0): ([(12, 14)], {'bandwidth': 29}), (2, 0): ([(12, 22)], {'bandwidth': 36}), (2, 3): ([(14, 13), (13, 22)], {'bandwidth': 23})}",263,342,319,0.9327485380116959,0,0
14,arrival,8189,7,True,True,"{2: (12, {'cpu': 5, 'gpu': 7, 'storage': 8}), 1: (13, {'cpu': 12, 'gpu': 17, 'storage': 10}), 0: (14, {'cpu': 4, 'gpu': 10, 'storage': 9}), 3: (22, {'cpu': 15, 'gpu': 16, 'storage': 9})}","{(1, 2): ([(12, 13)], {'bandwidth': 23}), (0, 2): ([(12, 14)], {'bandwidth': 8}), (3, 2): ([(12, 22)], {'bandwidth': 4})}",238,157,157,1.0,1,0
15,leave,8427,7,True,True,"{}","{}",238,0,0,0,0,0
