event_id,event_type,event_time,v_net_id,place_result,route_result,node_mapping,link_mapping,lifetime,cost,revenue,r2c_ratio,running_request,elapsed_time
0,arrival,986,0,True,True,"{1: (0, {'cpu': 10, 'gpu': 1, 'storage': 10}), 0: (34, {'cpu': 4, 'gpu': 18, 'storage': 7})}","{(0, 1): ([(0, 34)], {'bandwidth': 11})}",1233,61,61,1.0,1,0
1,arrival,2018,1,True,True,"{6: (4, {'cpu': 18, 'gpu': 14, 'storage': 7}), 7: (8, {'cpu': 9, 'gpu': 16, 'storage': 14}), 0: (7, {'cpu': 7, 'gpu': 11, 'storage': 10}), 4: (25, {'cpu': 3, 'gpu': 4, 'storage': 0}), 5: (9, {'cpu': 20, 'gpu': 14, 'storage': 9}), 2: (34, {'cpu': 15, 'gpu': 18, 'storage': 13}), 3: (31, {'cpu': 10, 'gpu': 18, 'storage': 6}), 1: (16, {'cpu': 10, 'gpu': 0, 'storage': 9}), 8: (17, {'cpu': 14, 'gpu': 3, 'storage': 8})}","{(7, 6): ([(4, 8)], {'bandwidth': 44}), (0, 6): ([(4, 6), (6, 7)], {'bandwidth': 44}), (0, 7): ([(7, 8)], {'bandwidth': 43}), (4, 0): ([(7, 25)], {'bandwidth': 28}), (4, 7): ([(8, 25)], {'bandwidth': 15}), (4, 6): ([(4, 8), (8, 25)], {'bandwidth': 8}), (5, 7): ([(8, 9)], {'bandwidth': 44}), (5, 6): ([(4, 8), (8, 9)], {'bandwidth': 26}), (5, 4): ([(9, 25)], {'bandwidth': 4}), (2, 4): ([(25, 7), (7, 34)], {'bandwidth': 46}), (2, 6): ([(4, 0), (0, 34)], {'bandwidth': 45}), (2, 7): ([(8, 7), (7, 34)], {'bandwidth': 17}), (3, 5): ([(9, 29), (29, 4), (4, 31)], {'bandwidth': 43}), (3, 4): ([(25, 9), (9, 29), (29, 4), (4, 31)], {'bandwidth': 22}), (3, 7): ([(8, 7), (7, 6), (6, 4), (4, 31)], {'bandwidth': 12}), (3, 2): ([(31, 2), (2, 32), (32, 34)], {'bandwidth': 10}), (1, 3): ([(16, 4), (4, 31)], {'bandwidth': 4}), (8, 1): ([(16, 4), (4, 17)], {'bandwidth': 28})}",228,1189,763,0.6417157275021026,2,0
2,leave,2219,0,True,True,"{}","{}",1233,0,0,0,1,0
3,leave,2246,1,True,True,"{}","{}",228,0,0,0,0,0
4,arrival,3016,2,True,True,"{6: (4, {'cpu': 7, 'gpu': 2, 'storage': 17}), 0: (0, {'cpu': 11, 'gpu': 20, 'storage': 16}), 3: (34, {'cpu': 7, 'gpu': 16, 'storage': 19}), 4: (7, {'cpu': 7, 'gpu': 20, 'storage': 7}), 2: (8, {'cpu': 4, 'gpu': 8, 'storage': 17}), 7: (16, {'cpu': 11, 'gpu': 15, 'storage': 1}), 5: (9, {'cpu': 10, 'gpu': 20, 'storage': 6}), 1: (29, {'cpu': 11, 'gpu': 16, 'storage': 14})}","{(3, 6): ([(4, 0), (0, 34)], {'bandwidth': 39}), (3, 0): ([(0, 1), (1, 33), (33, 34)], {'bandwidth': 27}), (4, 6): ([(4, 6), (6, 7)], {'bandwidth': 45}), (2, 4): ([(7, 8)], {'bandwidth': 46}), (2, 0): ([(0, 2), (2, 4), (4, 8)], {'bandwidth': 26}), (7, 0): ([(0, 1), (1, 33), (33, 34), (34, 16)], {'bandwidth': 47}), (7, 6): ([(4, 16)], {'bandwidth': 34}), (5, 3): ([(9, 25), (25, 7), (7, 34)], {'bandwidth': 45}), (1, 6): ([(4, 29)], {'bandwidth': 16}), (1, 5): ([(9, 29)], {'bandwidth': 0})}",56,1028,607,0.5904669260700389,1,0
5,leave,3072,2,True,True,"{}","{}",56,0,0,0,0,0
6,arrival,3999,3,True,True,"{2: (2, {'cpu': 8, 'gpu': 7, 'storage': 7}), 0: (32, {'cpu': 2, 'gpu': 13, 'storage': 0}), 1: (0, {'cpu': 8, 'gpu': 1, 'storage': 2})}","{(0, 2): ([(2, 32)], {'bandwidth': 20}), (1, 0): ([(0, 2), (2, 32)], {'bandwidth': 0})}",138,68,68,1.0,1,0
7,leave,4137,3,True,True,"{}","{}",138,0,0,0,0,0
8,arrival,5013,4,True,True,"{3: (4, {'cpu': 15, 'gpu': 3, 'storage': 19}), 1: (8, {'cpu': 12, 'gpu': 4, 'storage': 6}), 4: (7, {'cpu': 10, 'gpu': 16, 'storage': 16}), 2: (34, {'cpu': 4, 'gpu': 3, 'storage': 9}), 5: (25, {'cpu': 17, 'gpu': 18, 'storage': 20}), 6: (0, {'cpu': 6, 'gpu': 9, 'storage': 14}), 0: (9, {'cpu': 4, 'gpu': 12, 'storage': 18})}","{(1, 3): ([(4, 8)], {'bandwidth': 42}), (4, 3): ([(4, 6), (6, 7)], {'bandwidth': 33}), (4, 1): ([(7, 8)], {'bandwidth': 0}), (2, 4): ([(7, 34)], {'bandwidth': 25}), (5, 1): ([(8, 25)], {'bandwidth': 22}), (5, 3): ([(4, 8), (8, 25)], {'bandwidth': 21}), (5, 4): ([(7, 25)], {'bandwidth': 20}), (6, 2): ([(0, 34)], {'bandwidth': 24}), (6, 3): ([(0, 4)], {'bandwidth': 24}), (0, 3): ([(4, 29), (29, 9)], {'bandwidth': 36}), (0, 6): ([(0, 4), (4, 8), (8, 9)], {'bandwidth': 10})}",153,602,492,0.8172757475083057,1,0
9,leave,5166,4,True,True,"{}","{}",153,0,0,0,0,0
