event_id,event_type,event_time,v_net_id,place_result,route_result,node_mapping,link_mapping,lifetime,cost,revenue,r2c_ratio,running_request,elapsed_time
0,arrival,1022,0,True,True,"{3: (4, {'cpu': 6, 'gpu': 17, 'storage': 8}), 0: (3, {'cpu': 10, 'gpu': 2, 'storage': 11}), 1: (5, {'cpu': 13, 'gpu': 12, 'storage': 13}), 8: (0, {'cpu': 18, 'gpu': 3, 'storage': 0}), 2: (2, {'cpu': 8, 'gpu': 13, 'storage': 8}), 4: (31, {'cpu': 7, 'gpu': 3, 'storage': 13}), 6: (16, {'cpu': 7, 'gpu': 6, 'storage': 0}), 5: (8, {'cpu': 7, 'gpu': 5, 'storage': 9}), 7: (6, {'cpu': 15, 'gpu': 11, 'storage': 13})}","{(0, 3): ([(3, 4)], {'bandwidth': 48}), (1, 3): ([(4, 5)], {'bandwidth': 41}), (1, 0): ([(3, 5)], {'bandwidth': 40}), (8, 3): ([(0, 4)], {'bandwidth': 46}), (8, 0): ([(0, 4), (4, 3)], {'bandwidth': 9}), (8, 1): ([(0, 4), (4, 5)], {'bandwidth': 2}), (2, 8): ([(0, 2)], {'bandwidth': 35}), (2, 3): ([(2, 4)], {'bandwidth': 19}), (2, 0): ([(2, 0), (0, 30), (30, 3)], {'bandwidth': 17}), (4, 0): ([(3, 30), (30, 17), (17, 4), (4, 31)], {'bandwidth': 18}), (4, 8): ([(0, 2), (2, 31)], {'bandwidth': 10}), (6, 3): ([(4, 16)], {'bandwidth': 13}), (6, 1): ([(5, 4), (4, 16)], {'bandwidth': 12}), (5, 6): ([(8, 4), (4, 16)], {'bandwidth': 31}), (5, 2): ([(2, 4), (4, 8)], {'bandwidth': 3}), (7, 2): ([(2, 4), (4, 6)], {'bandwidth': 31}), (7, 5): ([(6, 4), (4, 8)], {'bandwidth': 24})}",42,847,637,0.7520661157024794,1,0
1,leave,1064,0,True,True,"{}","{}",42,0,0,0,0,0
2,arrival,1968,1,True,True,"{3: (4, {'cpu': 16, 'gpu': 16, 'storage': 9}), 0: (3, {'cpu': 13, 'gpu': 10, 'storage': 0}), 5: (5, {'cpu': 4, 'gpu': 10, 'storage': 17}), 4: (30, {'cpu': 5, 'gpu': 14, 'storage': 16}), 1: (0, {'cpu': 9, 'gpu': 19, 'storage': 18}), 2: (2, {'cpu': 17, 'gpu': 2, 'storage': 18})}","{(0, 3): ([(3, 4)], {'bandwidth': 25}), (5, 0): ([(3, 5)], {'bandwidth': 46}), (5, 3): ([(4, 5)], {'bandwidth': 22}), (4, 3): ([(4, 0), (0, 30)], {'bandwidth': 24}), (1, 3): ([(0, 4)], {'bandwidth': 16}), (2, 1): ([(0, 2)], {'bandwidth': 31})}",808,401,377,0.940149625935162,1,0
3,leave,2776,1,True,True,"{}","{}",808,0,0,0,0,0
4,arrival,2973,2,True,True,"{7: (4, {'cpu': 7, 'gpu': 8, 'storage': 2}), 5: (5, {'cpu': 20, 'gpu': 11, 'storage': 0}), 3: (3, {'cpu': 8, 'gpu': 11, 'storage': 9}), 4: (30, {'cpu': 5, 'gpu': 1, 'storage': 17}), 6: (0, {'cpu': 6, 'gpu': 2, 'storage': 15}), 1: (2, {'cpu': 6, 'gpu': 20, 'storage': 8}), 0: (31, {'cpu': 13, 'gpu': 8, 'storage': 9}), 2: (16, {'cpu': 16, 'gpu': 8, 'storage': 13})}","{(5, 7): ([(4, 5)], {'bandwidth': 50}), (3, 5): ([(3, 5)], {'bandwidth': 27}), (3, 7): ([(3, 4)], {'bandwidth': 11}), (4, 7): ([(4, 0), (0, 30)], {'bandwidth': 42}), (6, 5): ([(0, 2), (2, 4), (4, 3), (3, 5)], {'bandwidth': 35}), (1, 6): ([(0, 2)], {'bandwidth': 26}), (1, 3): ([(2, 4), (4, 17), (17, 30), (30, 3)], {'bandwidth': 16}), (1, 4): ([(2, 0), (0, 30)], {'bandwidth': 6}), (0, 6): ([(0, 4), (4, 31)], {'bandwidth': 25}), (0, 1): ([(2, 31)], {'bandwidth': 22}), (0, 4): ([(30, 17), (17, 4), (4, 31)], {'bandwidth': 15}), (2, 3): ([(3, 30), (30, 39), (39, 38), (38, 2), (2, 32), (32, 34), (34, 16)], {'bandwidth': 36}), (2, 0): ([(16, 4), (4, 31)], {'bandwidth': 13})}",661,1032,547,0.5300387596899225,1,0
5,leave,3634,2,True,True,"{}","{}",661,0,0,0,0,0
6,arrival,3962,3,True,True,"{2: (4, {'cpu': 8, 'gpu': 8, 'storage': 9}), 0: (3, {'cpu': 6, 'gpu': 16, 'storage': 10}), 1: (5, {'cpu': 19, 'gpu': 11, 'storage': 8})}","{(0, 2): ([(3, 4)], {'bandwidth': 47}), (1, 2): ([(4, 5)], {'bandwidth': 42}), (1, 0): ([(3, 5)], {'bandwidth': 25})}",216,209,209,1.0,1,0
7,leave,4178,3,True,True,"{}","{}",216,0,0,0,0,0
8,arrival,5001,4,True,True,"{9: (4, {'cpu': 19, 'gpu': 18, 'storage': 5}), 5: (2, {'cpu': 11, 'gpu': 12, 'storage': 9}), 4: (0, {'cpu': 3, 'gpu': 13, 'storage': 18}), 2: (34, {'cpu': 17, 'gpu': 0, 'storage': 20}), 8: (8, {'cpu': 11, 'gpu': 11, 'storage': 12}), 1: (7, {'cpu': 0, 'gpu': 15, 'storage': 6}), 6: (5, {'cpu': 3, 'gpu': 17, 'storage': 16}), 0: (31, {'cpu': 13, 'gpu': 4, 'storage': 6}), 7: (32, {'cpu': 20, 'gpu': 9, 'storage': 7}), 3: (39, {'cpu': 16, 'gpu': 8, 'storage': 15})}","{(5, 9): ([(2, 4)], {'bandwidth': 45}), (4, 5): ([(0, 2)], {'bandwidth': 34}), (4, 9): ([(0, 4)], {'bandwidth': 22}), (2, 9): ([(4, 0), (0, 34)], {'bandwidth': 37}), (8, 9): ([(4, 8)], {'bandwidth': 46}), (8, 2): ([(8, 7), (7, 34)], {'bandwidth': 27}), (8, 4): ([(0, 2), (2, 4), (4, 8)], {'bandwidth': 22}), (1, 5): ([(2, 32), (32, 34), (34, 7)], {'bandwidth': 26}), (1, 9): ([(4, 6), (6, 7)], {'bandwidth': 16}), (1, 8): ([(7, 8)], {'bandwidth': 4}), (6, 8): ([(5, 4), (4, 29), (29, 9), (9, 8)], {'bandwidth': 37}), (6, 1): ([(5, 4), (4, 6), (6, 7)], {'bandwidth': 15}), (0, 6): ([(5, 3), (3, 4), (4, 31)], {'bandwidth': 29}), (0, 9): ([(4, 31)], {'bandwidth': 15}), (0, 8): ([(8, 4), (4, 31)], {'bandwidth': 8}), (7, 9): ([(4, 16), (16, 34), (34, 32)], {'bandwidth': 41}), (7, 6): ([(5, 4), (4, 2), (2, 32)], {'bandwidth': 3}), (7, 8): ([(8, 4), (4, 2), (2, 32)], {'bandwidth': 1}), (3, 7): ([(32, 2), (2, 38), (38, 39)], {'bandwidth': 42})}",332,1361,804,0.5907421013960323,1,0
9,leave,5333,4,True,True,"{}","{}",332,0,0,0,0,0
