event_id,event_type,event_time,v_net_id,place_result,route_result,node_mapping,link_mapping,cost,revenue,r2c_ratio,running_request,elapsed_time
0,arrival,0,0,True,True,"{5: (324, {'cpu': 3, 'gpu': 5, 'ram': 9}), 0: (324, {'cpu': 15, 'gpu': 9, 'ram': 9}), 2: (324, {'cpu': 0, 'gpu': 20, 'ram': 19}), 1: (324, {'cpu': 0, 'gpu': 7, 'ram': 5}), 4: (324, {'cpu': 6, 'gpu': 14, 'ram': 1}), 7: (324, {'cpu': 12, 'gpu': 10, 'ram': 15}), 8: (324, {'cpu': 11, 'gpu': 14, 'ram': 16}), 3: (378, {'cpu': 7, 'gpu': 13, 'ram': 18}), 6: (324, {'cpu': 11, 'gpu': 20, 'ram': 5})}","{(0, 5): ([(324, 324)], {'bandwidth': 49}), (2, 5): ([(324, 324)], {'bandwidth': 46}), (2, 0): ([(324, 324)], {'bandwidth': 26}), (1, 2): ([(324, 324)], {'bandwidth': 39}), (1, 0): ([(324, 324)], {'bandwidth': 0}), (4, 5): ([(324, 324)], {'bandwidth': 47}), (4, 2): ([(324, 324)], {'bandwidth': 20}), (4, 1): ([(324, 324)], {'bandwidth': 8}), (7, 0): ([(324, 324)], {'bandwidth': 38}), (7, 5): ([(324, 324)], {'bandwidth': 30}), (7, 2): ([(324, 324)], {'bandwidth': 14}), (8, 2): ([(324, 324)], {'bandwidth': 38}), (8, 7): ([(324, 324)], {'bandwidth': 20}), (8, 5): ([(324, 324)], {'bandwidth': 18}), (8, 4): ([(324, 324)], {'bandwidth': 17}), (3, 0): ([(324, 378)], {'bandwidth': 44}), (3, 1): ([(324, 1), (1, 378)], {'bandwidth': 42}), (3, 5): ([(324, 22), (22, 378)], {'bandwidth': 40}), (6, 0): ([(324, 324)], {'bandwidth': 18}), (6, 5): ([(324, 324)], {'bandwidth': 9})}",482,837,1.7365145228215768,1,0
1,arrival,1,1,True,True,"{2: (362, {'cpu': 8, 'gpu': 16, 'ram': 3}), 0: (362, {'cpu': 4, 'gpu': 1, 'ram': 4}), 4: (362, {'cpu': 5, 'gpu': 5, 'ram': 2}), 1: (362, {'cpu': 6, 'gpu': 17, 'ram': 0}), 3: (362, {'cpu': 18, 'gpu': 10, 'ram': 7})}","{(0, 2): ([(362, 362)], {'bandwidth': 47}), (4, 2): ([(362, 362)], {'bandwidth': 49}), (4, 0): ([(362, 362)], {'bandwidth': 8}), (1, 0): ([(362, 362)], {'bandwidth': 26}), (1, 2): ([(362, 362)], {'bandwidth': 26}), (1, 4): ([(362, 362)], {'bandwidth': 10}), (3, 0): ([(362, 362)], {'bandwidth': 8}), (3, 4): ([(362, 362)], {'bandwidth': 8}), (3, 1): ([(362, 362)], {'bandwidth': 1})}",106,289,2.7264150943396226,2,0
2,arrival,1,2,True,True,"{2: (327, {'cpu': 1, 'gpu': 4, 'ram': 6}), 0: (327, {'cpu': 14, 'gpu': 10, 'ram': 10}), 1: (327, {'cpu': 14, 'gpu': 6, 'ram': 4})}","{(0, 2): ([(327, 327)], {'bandwidth': 47}), (1, 2): ([(327, 327)], {'bandwidth': 32})}",69,148,2.1449275362318843,3,0
3,arrival,1,3,True,True,"{0: (106, {'cpu': 20, 'gpu': 16, 'ram': 1}), 5: (106, {'cpu': 2, 'gpu': 11, 'ram': 10}), 3: (106, {'cpu': 9, 'gpu': 5, 'ram': 10}), 2: (106, {'cpu': 8, 'gpu': 15, 'ram': 4}), 4: (106, {'cpu': 7, 'gpu': 3, 'ram': 17}), 1: (106, {'cpu': 12, 'gpu': 14, 'ram': 13})}","{(5, 0): ([(106, 106)], {'bandwidth': 38}), (3, 5): ([(106, 106)], {'bandwidth': 41}), (3, 0): ([(106, 106)], {'bandwidth': 27}), (2, 0): ([(106, 106)], {'bandwidth': 45}), (4, 0): ([(106, 106)], {'bandwidth': 38}), (1, 5): ([(106, 106)], {'bandwidth': 29}), (1, 4): ([(106, 106)], {'bandwidth': 21})}",177,416,2.3502824858757063,4,0
4,arrival,1,4,True,True,"{0: (325, {'cpu': 20, 'gpu': 12, 'ram': 11}), 1: (325, {'cpu': 17, 'gpu': 6, 'ram': 18})}","{(1, 0): ([(325, 325)], {'bandwidth': 29})}",84,113,1.3452380952380953,5,0
5,arrival,1,5,True,True,"{0: (134, {'cpu': 20, 'gpu': 15, 'ram': 9}), 1: (134, {'cpu': 16, 'gpu': 11, 'ram': 19})}","{(1, 0): ([(134, 134)], {'bandwidth': 47})}",90,137,1.5222222222222221,6,0
6,arrival,2,6,True,True,"{2: (328, {'cpu': 8, 'gpu': 3, 'ram': 10}), 0: (328, {'cpu': 20, 'gpu': 6, 'ram': 19}), 1: (348, {'cpu': 17, 'gpu': 4, 'ram': 20})}","{(0, 2): ([(328, 328)], {'bandwidth': 45}), (1, 2): ([(328, 348)], {'bandwidth': 29}), (1, 0): ([(328, 348)], {'bandwidth': 3})}",139,184,1.3237410071942446,7,0
7,arrival,2,7,True,True,"{6: (359, {'cpu': 4, 'gpu': 5, 'ram': 3}), 8: (359, {'cpu': 1, 'gpu': 19, 'ram': 5}), 4: (359, {'cpu': 5, 'gpu': 11, 'ram': 12}), 3: (359, {'cpu': 20, 'gpu': 3, 'ram': 20}), 7: (359, {'cpu': 8, 'gpu': 15, 'ram': 18}), 0: (359, {'cpu': 12, 'gpu': 14, 'ram': 1}), 5: (359, {'cpu': 19, 'gpu': 10, 'ram': 8}), 2: (217, {'cpu': 17, 'gpu': 16, 'ram': 19}), 1: (237, {'cpu': 2, 'gpu': 16, 'ram': 6})}","{(8, 6): ([(359, 359)], {'bandwidth': 19}), (4, 8): ([(359, 359)], {'bandwidth': 33}), (4, 6): ([(359, 359)], {'bandwidth': 30}), (3, 8): ([(359, 359)], {'bandwidth': 40}), (3, 4): ([(359, 359)], {'bandwidth': 36}), (3, 6): ([(359, 359)], {'bandwidth': 12}), (7, 6): ([(359, 359)], {'bandwidth': 38}), (7, 4): ([(359, 359)], {'bandwidth': 24}), (0, 6): ([(359, 359)], {'bandwidth': 42}), (0, 8): ([(359, 359)], {'bandwidth': 26}), (0, 7): ([(359, 359)], {'bandwidth': 21}), (0, 4): ([(359, 359)], {'bandwidth': 14}), (5, 7): ([(359, 359)], {'bandwidth': 36}), (5, 3): ([(359, 359)], {'bandwidth': 35}), (5, 6): ([(359, 359)], {'bandwidth': 22}), (2, 8): ([(217, 359)], {'bandwidth': 48}), (2, 4): ([(217, 359)], {'bandwidth': 43}), (2, 7): ([(217, 37), (37, 359)], {'bandwidth': 13}), (2, 5): ([(217, 37), (37, 359)], {'bandwidth': 7}), (1, 3): ([(237, 359)], {'bandwidth': 37}), (1, 8): ([(237, 359)], {'bandwidth': 20}), (1, 6): ([(237, 37), (37, 359)], {'bandwidth': 19})}",515,904,1.7553398058252427,8,0
8,arrival,3,8,True,True,"{2: (201, {'cpu': 3, 'gpu': 8, 'ram': 2}), 8: (201, {'cpu': 8, 'gpu': 5, 'ram': 6}), 5: (201, {'cpu': 5, 'gpu': 15, 'ram': 16}), 0: (201, {'cpu': 0, 'gpu': 3, 'ram': 6}), 6: (346, {'cpu': 9, 'gpu': 5, 'ram': 17}), 1: (346, {'cpu': 16, 'gpu': 20, 'ram': 16}), 3: (202, {'cpu': 20, 'gpu': 19, 'ram': 0}), 4: (407, {'cpu': 4, 'gpu': 13, 'ram': 15}), 7: (75, {'cpu': 12, 'gpu': 15, 'ram': 14})}","{(8, 2): ([(201, 201)], {'bandwidth': 48}), (5, 8): ([(201, 201)], {'bandwidth': 45}), (0, 2): ([(201, 201)], {'bandwidth': 30}), (6, 5): ([(201, 346)], {'bandwidth': 18}), (6, 0): ([(201, 346)], {'bandwidth': 9}), (6, 2): ([(201, 346)], {'bandwidth': 9}), (6, 8): ([(201, 346)], {'bandwidth': 9}), (1, 5): ([(201, 10), (10, 346)], {'bandwidth': 25}), (1, 8): ([(201, 10), (10, 346)], {'bandwidth': 21}), (1, 0): ([(201, 10), (10, 346)], {'bandwidth': 19}), (3, 6): ([(202, 12), (12, 346)], {'bandwidth': 27}), (4, 3): ([(202, 407)], {'bandwidth': 15}), (4, 2): ([(201, 407)], {'bandwidth': 10}), (7, 1): ([(75, 346)], {'bandwidth': 9}), (7, 2): ([(75, 0), (0, 201)], {'bandwidth': 0})}",535,566,1.0579439252336449,9,0
9,arrival,4,9,True,True,"{1: (91, {'cpu': 13, 'gpu': 8, 'ram': 4}), 4: (91, {'cpu': 6, 'gpu': 16, 'ram': 1}), 3: (91, {'cpu': 11, 'gpu': 5, 'ram': 12}), 2: (408, {'cpu': 0, 'gpu': 19, 'ram': 9}), 0: (408, {'cpu': 16, 'gpu': 20, 'ram': 18})}","{(4, 1): ([(91, 91)], {'bandwidth': 42}), (3, 4): ([(91, 91)], {'bandwidth': 6}), (2, 1): ([(91, 408)], {'bandwidth': 29}), (2, 3): ([(91, 408)], {'bandwidth': 9}), (0, 3): ([(91, 408)], {'bandwidth': 28}), (0, 1): ([(91, 408)], {'bandwidth': 1})}",225,273,1.2133333333333334,10,0
