event_id,event_type,event_time,v_net_id,place_result,route_result,node_mapping,link_mapping,lifetime,cost,revenue,r2c_ratio,running_request,elapsed_time
0,arrival,0,0,True,True,"{1: (51, {'cpu': 11, 'gpu': 3, 'storage': 17}), 6: (22, {'cpu': 19, 'gpu': 3, 'storage': 15}), 0: (408, {'cpu': 3, 'gpu': 19, 'storage': 10}), 2: (170, {'cpu': 3, 'gpu': 5, 'storage': 12}), 7: (49, {'cpu': 18, 'gpu': 7, 'storage': 18}), 5: (236, {'cpu': 7, 'gpu': 11, 'storage': 12}), 4: (47, {'cpu': 20, 'gpu': 7, 'storage': 19}), 3: (161, {'cpu': 11, 'gpu': 8, 'storage': 8})}","{(6, 1): ([(22, 51)], {'bandwidth': 40}), (2, 0): ([(170, 100), (100, 408)], {'bandwidth': 29}), (2, 6): ([(22, 24), (24, 170)], {'bandwidth': 19}), (7, 0): ([(49, 179), (179, 408)], {'bandwidth': 18}), (5, 0): ([(236, 11), (11, 408)], {'bandwidth': 49}), (5, 7): ([(49, 20), (20, 236)], {'bandwidth': 24}), (5, 2): ([(170, 12), (12, 236)], {'bandwidth': 17}), (4, 2): ([(47, 170)], {'bandwidth': 30}), (4, 5): ([(47, 66), (66, 236)], {'bandwidth': 17}), (4, 1): ([(47, 385), (385, 51)], {'bandwidth': 12}), (3, 4): ([(47, 198), (198, 161)], {'bandwidth': 44}), (3, 2): ([(161, 12), (12, 170)], {'bandwidth': 13}), (3, 1): ([(51, 161)], {'bandwidth': 11}), (3, 0): ([(161, 100), (100, 408)], {'bandwidth': 6}), (3, 5): ([(161, 12), (12, 236)], {'bandwidth': 3}), (3, 6): ([(22, 51), (51, 161)], {'bandwidth': 1})}",77,851,599,0.7038777908343126,1,0
1,arrival,1,1,True,True,"{0: (56, {'cpu': 16, 'gpu': 5, 'storage': 8}), 1: (299, {'cpu': 17, 'gpu': 7, 'storage': 11}), 3: (14, {'cpu': 13, 'gpu': 16, 'storage': 15}), 2: (73, {'cpu': 4, 'gpu': 17, 'storage': 20})}","{(1, 0): ([(56, 116), (116, 299)], {'bandwidth': 50}), (3, 0): ([(14, 198), (198, 56)], {'bandwidth': 12}), (2, 1): ([(73, 55), (55, 299)], {'bandwidth': 6})}",630,285,217,0.7614035087719299,2,0
2,arrival,1,2,True,True,"{0: (407, {'cpu': 9, 'gpu': 18, 'storage': 4}), 2: (467, {'cpu': 12, 'gpu': 11, 'storage': 5}), 3: (389, {'cpu': 19, 'gpu': 1, 'storage': 2}), 1: (263, {'cpu': 14, 'gpu': 17, 'storage': 7}), 5: (490, {'cpu': 12, 'gpu': 7, 'storage': 8}), 4: (453, {'cpu': 4, 'gpu': 5, 'storage': 11})}","{(2, 0): ([(407, 0), (0, 467)], {'bandwidth': 33}), (3, 2): ([(389, 91), (91, 467)], {'bandwidth': 46}), (1, 3): ([(263, 12), (12, 389)], {'bandwidth': 28}), (4, 5): ([(453, 65), (65, 490)], {'bandwidth': 23}), (4, 1): ([(263, 3), (3, 453)], {'bandwidth': 13})}",409,452,309,0.6836283185840708,3,0
3,arrival,1,3,True,True,"{0: (76, {'cpu': 13, 'gpu': 10, 'storage': 6}), 6: (489, {'cpu': 18, 'gpu': 9, 'storage': 7}), 2: (185, {'cpu': 2, 'gpu': 18, 'storage': 18}), 3: (310, {'cpu': 15, 'gpu': 14, 'storage': 18}), 1: (178, {'cpu': 3, 'gpu': 15, 'storage': 11}), 4: (452, {'cpu': 1, 'gpu': 8, 'storage': 12}), 5: (432, {'cpu': 18, 'gpu': 4, 'storage': 20})}","{(3, 0): ([(76, 87), (87, 310)], {'bandwidth': 49}), (4, 2): ([(185, 19), (19, 452)], {'bandwidth': 42}), (4, 6): ([(452, 60), (60, 489)], {'bandwidth': 10}), (5, 2): ([(185, 432)], {'bandwidth': 27}), (5, 1): ([(178, 60), (60, 432)], {'bandwidth': 14}), (5, 3): ([(310, 104), (104, 432)], {'bandwidth': 7})}",333,511,389,0.761252446183953,4,0
4,arrival,2,4,True,True,"{6: (4, {'cpu': 10, 'gpu': 4, 'storage': 15}), 7: (256, {'cpu': 16, 'gpu': 11, 'storage': 4}), 5: (358, {'cpu': 13, 'gpu': 9, 'storage': 11}), 3: (239, {'cpu': 17, 'gpu': 10, 'storage': 9}), 1: (480, {'cpu': 20, 'gpu': 5, 'storage': 10}), 2: (462, {'cpu': 6, 'gpu': 16, 'storage': 1}), 0: (60, {'cpu': 16, 'gpu': 6, 'storage': 19}), 4: (293, {'cpu': 11, 'gpu': 4, 'storage': 18})}","{(5, 6): ([(4, 73), (73, 358)], {'bandwidth': 49}), (5, 7): ([(256, 141), (141, 358)], {'bandwidth': 19}), (3, 7): ([(239, 69), (69, 256)], {'bandwidth': 13}), (1, 3): ([(239, 480)], {'bandwidth': 39}), (2, 7): ([(256, 462)], {'bandwidth': 47}), (2, 3): ([(239, 61), (61, 462)], {'bandwidth': 41}), (2, 6): ([(4, 173), (173, 462)], {'bandwidth': 2}), (0, 5): ([(60, 8), (8, 358)], {'bandwidth': 36}), (0, 3): ([(60, 43), (43, 239)], {'bandwidth': 35}), (0, 7): ([(60, 123), (123, 256)], {'bandwidth': 30}), (0, 1): ([(60, 480)], {'bandwidth': 23}), (4, 2): ([(293, 78), (78, 462)], {'bandwidth': 42}), (4, 0): ([(60, 74), (74, 293)], {'bandwidth': 20}), (4, 1): ([(293, 38), (38, 480)], {'bandwidth': 14}), (4, 5): ([(293, 116), (116, 358)], {'bandwidth': 4}), (4, 3): ([(239, 293)], {'bandwidth': 0})}",232,980,675,0.6887755102040817,5,0
5,arrival,2,5,True,True,"{2: (61, {'cpu': 0, 'gpu': 1, 'storage': 4}), 1: (28, {'cpu': 2, 'gpu': 17, 'storage': 18}), 0: (34, {'cpu': 0, 'gpu': 9, 'storage': 6})}","{(0, 2): ([(34, 12), (12, 61)], {'bandwidth': 33}), (0, 1): ([(28, 12), (12, 34)], {'bandwidth': 23})}",698,169,113,0.6686390532544378,6,0
6,arrival,2,6,True,True,"{3: (191, {'cpu': 8, 'gpu': 20, 'storage': 16}), 6: (285, {'cpu': 5, 'gpu': 5, 'storage': 18}), 0: (235, {'cpu': 0, 'gpu': 18, 'storage': 8}), 7: (474, {'cpu': 0, 'gpu': 16, 'storage': 8}), 1: (137, {'cpu': 15, 'gpu': 10, 'storage': 7}), 2: (102, {'cpu': 3, 'gpu': 14, 'storage': 11}), 8: (166, {'cpu': 20, 'gpu': 10, 'storage': 8}), 5: (182, {'cpu': 8, 'gpu': 2, 'storage': 12}), 9: (65, {'cpu': 15, 'gpu': 3, 'storage': 8}), 4: (445, {'cpu': 16, 'gpu': 3, 'storage': 4})}","{(6, 3): ([(191, 54), (54, 285)], {'bandwidth': 9}), (7, 3): ([(191, 474)], {'bandwidth': 46}), (7, 0): ([(235, 1), (1, 296), (296, 474)], {'bandwidth': 17}), (1, 7): ([(137, 24), (24, 474)], {'bandwidth': 33}), (2, 7): ([(102, 66), (66, 474)], {'bandwidth': 41}), (8, 2): ([(102, 21), (21, 166)], {'bandwidth': 16}), (8, 6): ([(166, 43), (43, 285)], {'bandwidth': 13}), (8, 3): ([(166, 52), (52, 191)], {'bandwidth': 2}), (8, 0): ([(166, 93), (93, 235)], {'bandwidth': 1}), (5, 2): ([(102, 53), (53, 182)], {'bandwidth': 39}), (5, 0): ([(182, 295), (295, 235)], {'bandwidth': 24}), (5, 1): ([(137, 79), (79, 182)], {'bandwidth': 18}), (5, 3): ([(182, 42), (42, 191)], {'bandwidth': 16}), (5, 8): ([(166, 52), (52, 182)], {'bandwidth': 10}), (9, 0): ([(65, 449), (449, 235)], {'bandwidth': 43}), (9, 7): ([(65, 97), (97, 474)], {'bandwidth': 43}), (9, 5): ([(65, 113), (113, 182)], {'bandwidth': 33}), (9, 6): ([(65, 213), (213, 285)], {'bandwidth': 20}), (9, 8): ([(65, 2), (2, 166)], {'bandwidth': 15}), (9, 2): ([(65, 51), (51, 102)], {'bandwidth': 7}), (9, 1): ([(65, 340), (340, 137)], {'bandwidth': 3}), (4, 8): ([(166, 445)], {'bandwidth': 46}), (4, 0): ([(235, 127), (127, 445)], {'bandwidth': 29}), (4, 1): ([(137, 307), (307, 445)], {'bandwidth': 10}), (4, 9): ([(65, 429), (429, 445)], {'bandwidth': 6})}",146,1296,831,0.6412037037037037,7,0
7,arrival,2,7,True,True,"{7: (296, {'cpu': 16, 'gpu': 17, 'storage': 11}), 8: (142, {'cpu': 8, 'gpu': 16, 'storage': 13}), 6: (164, {'cpu': 20, 'gpu': 10, 'storage': 7}), 1: (2, {'cpu': 19, 'gpu': 19, 'storage': 0}), 5: (154, {'cpu': 19, 'gpu': 11, 'storage': 13}), 3: (263, {'cpu': 3, 'gpu': 13, 'storage': 6}), 2: (66, {'cpu': 12, 'gpu': 4, 'storage': 19}), 9: (93, {'cpu': 18, 'gpu': 14, 'storage': 5}), 4: (7, {'cpu': 14, 'gpu': 10, 'storage': 16}), 0: (410, {'cpu': 14, 'gpu': 18, 'storage': 12})}","{(8, 7): ([(142, 95), (95, 296)], {'bandwidth': 15}), (1, 7): ([(2, 55), (55, 296)], {'bandwidth': 48}), (1, 8): ([(2, 65), (65, 142)], {'bandwidth': 17}), (5, 6): ([(154, 179), (179, 164)], {'bandwidth': 38}), (5, 7): ([(154, 179), (179, 296)], {'bandwidth': 32}), (3, 6): ([(164, 54), (54, 263)], {'bandwidth': 29}), (3, 7): ([(263, 26), (26, 296)], {'bandwidth': 21}), (3, 5): ([(154, 36), (36, 263)], {'bandwidth': 3}), (2, 1): ([(2, 160), (160, 66)], {'bandwidth': 49}), (9, 3): ([(93, 36), (36, 263)], {'bandwidth': 38}), (9, 6): ([(93, 54), (54, 164)], {'bandwidth': 28}), (9, 2): ([(66, 98), (98, 93)], {'bandwidth': 15}), (9, 8): ([(93, 314), (314, 142)], {'bandwidth': 10}), (4, 2): ([(7, 69), (69, 66)], {'bandwidth': 44}), (4, 5): ([(7, 124), (124, 154)], {'bandwidth': 28}), (4, 7): ([(7, 18), (18, 296)], {'bandwidth': 17}), (4, 6): ([(7, 164)], {'bandwidth': 11}), (0, 6): ([(164, 145), (145, 410)], {'bandwidth': 28}), (0, 3): ([(263, 3), (3, 410)], {'bandwidth': 24}), (0, 5): ([(154, 67), (67, 410)], {'bandwidth': 24}), (0, 1): ([(2, 68), (68, 410)], {'bandwidth': 19}), (0, 9): ([(93, 98), (98, 410)], {'bandwidth': 14})}",2273,1470,929,0.6319727891156462,8,0
8,arrival,3,8,True,True,"{2: (152, {'cpu': 14, 'gpu': 16, 'storage': 3}), 6: (389, {'cpu': 1, 'gpu': 12, 'storage': 3}), 3: (41, {'cpu': 1, 'gpu': 10, 'storage': 16}), 1: (300, {'cpu': 9, 'gpu': 16, 'storage': 0}), 4: (205, {'cpu': 2, 'gpu': 3, 'storage': 19}), 5: (219, {'cpu': 5, 'gpu': 12, 'storage': 11}), 0: (291, {'cpu': 7, 'gpu': 6, 'storage': 10})}","{(6, 2): ([(152, 8), (8, 389)], {'bandwidth': 12}), (3, 6): ([(41, 389)], {'bandwidth': 13}), (1, 3): ([(41, 199), (199, 300)], {'bandwidth': 11}), (4, 1): ([(205, 73), (73, 300)], {'bandwidth': 6}), (5, 1): ([(219, 73), (73, 300)], {'bandwidth': 20}), (0, 3): ([(41, 261), (261, 291)], {'bandwidth': 12}), (0, 5): ([(219, 111), (111, 291)], {'bandwidth': 8}), (0, 6): ([(291, 8), (8, 389)], {'bandwidth': 7})}",10,341,265,0.7771260997067448,9,0
9,arrival,3,9,True,True,"{8: (442, {'cpu': 14, 'gpu': 11, 'storage': 18}), 7: (115, {'cpu': 11, 'gpu': 16, 'storage': 18}), 6: (67, {'cpu': 18, 'gpu': 20, 'storage': 5}), 3: (341, {'cpu': 20, 'gpu': 12, 'storage': 0}), 0: (98, {'cpu': 18, 'gpu': 18, 'storage': 9}), 2: (314, {'cpu': 16, 'gpu': 10, 'storage': 5}), 1: (302, {'cpu': 19, 'gpu': 13, 'storage': 1}), 5: (459, {'cpu': 10, 'gpu': 9, 'storage': 0}), 4: (297, {'cpu': 13, 'gpu': 6, 'storage': 5})}","{(6, 7): ([(67, 121), (121, 115)], {'bandwidth': 34}), (3, 7): ([(115, 422), (422, 341)], {'bandwidth': 20}), (0, 3): ([(98, 341)], {'bandwidth': 17}), (0, 6): ([(67, 98)], {'bandwidth': 15}), (2, 8): ([(314, 30), (30, 442)], {'bandwidth': 39}), (2, 6): ([(67, 172), (172, 314)], {'bandwidth': 37}), (1, 2): ([(302, 147), (147, 314)], {'bandwidth': 42}), (1, 6): ([(67, 73), (73, 302)], {'bandwidth': 37}), (1, 3): ([(302, 11), (11, 341)], {'bandwidth': 29}), (5, 8): ([(442, 46), (46, 459)], {'bandwidth': 31}), (5, 7): ([(115, 231), (231, 459)], {'bandwidth': 6}), (5, 2): ([(314, 60), (60, 459)], {'bandwidth': 5}), (4, 1): ([(297, 154), (154, 302)], {'bandwidth': 45}), (4, 0): ([(98, 27), (27, 297)], {'bandwidth': 41}), (4, 3): ([(297, 58), (58, 341)], {'bandwidth': 27}), (4, 7): ([(115, 297)], {'bandwidth': 10}), (4, 5): ([(297, 27), (27, 459)], {'bandwidth': 5}), (4, 2): ([(297, 54), (54, 314)], {'bandwidth': 0})}",769,1153,755,0.6548135299219427,10,0
