event_id,event_type,event_time,v_net_id,place_result,route_result,node_mapping,link_mapping,lifetime,cost,revenue,r2c_ratio,running_request,elapsed_time
0,arrival,1,0,True,True,"{2: (116, {'cpu': 4, 'gpu': 7, 'storage': 6}), 5: (33, {'cpu': 4, 'gpu': 6, 'storage': 13}), 0: (464, {'cpu': 14, 'gpu': 0, 'storage': 16}), 8: (30, {'cpu': 6, 'gpu': 0, 'storage': 16}), 1: (13, {'cpu': 17, 'gpu': 16, 'storage': 11}), 6: (272, {'cpu': 11, 'gpu': 18, 'storage': 15}), 4: (89, {'cpu': 16, 'gpu': 18, 'storage': 8}), 3: (448, {'cpu': 10, 'gpu': 16, 'storage': 15}), 7: (411, {'cpu': 6, 'gpu': 15, 'storage': 0})}","{(0, 2): ([(116, 15), (15, 464)], {'bandwidth': 48}), (8, 2): ([(30, 116)], {'bandwidth': 50}), (8, 0): ([(30, 464)], {'bandwidth': 34}), (8, 5): ([(30, 33)], {'bandwidth': 13}), (1, 0): ([(13, 33), (33, 464)], {'bandwidth': 17}), (1, 5): ([(13, 33)], {'bandwidth': 13}), (6, 0): ([(272, 30), (30, 464)], {'bandwidth': 20}), (6, 1): ([(13, 33), (33, 272)], {'bandwidth': 20}), (6, 8): ([(30, 272)], {'bandwidth': 2}), (4, 6): ([(89, 30), (30, 272)], {'bandwidth': 28}), (4, 8): ([(30, 89)], {'bandwidth': 21}), (4, 0): ([(89, 464)], {'bandwidth': 16}), (4, 1): ([(13, 89)], {'bandwidth': 12}), (3, 6): ([(272, 88), (88, 448)], {'bandwidth': 25}), (3, 8): ([(30, 10), (10, 448)], {'bandwidth': 5}), (3, 4): ([(89, 24), (24, 448)], {'bandwidth': 0}), (7, 0): ([(411, 464)], {'bandwidth': 39}), (7, 1): ([(13, 15), (15, 411)], {'bandwidth': 17}), (7, 3): ([(411, 51), (51, 448)], {'bandwidth': 9})}",50,862,673,0.7807424593967517,1,0
1,arrival,1,1,True,True,"{4: (116, {'cpu': 19, 'gpu': 18, 'storage': 20}), 3: (33, {'cpu': 19, 'gpu': 17, 'storage': 0}), 7: (272, {'cpu': 7, 'gpu': 13, 'storage': 1}), 5: (13, {'cpu': 11, 'gpu': 4, 'storage': 4}), 6: (346, {'cpu': 19, 'gpu': 11, 'storage': 13}), 1: (150, {'cpu': 6, 'gpu': 6, 'storage': 9}), 0: (30, {'cpu': 5, 'gpu': 15, 'storage': 3}), 2: (412, {'cpu': 9, 'gpu': 14, 'storage': 13})}","{(7, 3): ([(33, 272)], {'bandwidth': 19}), (5, 3): ([(13, 20), (20, 33)], {'bandwidth': 29}), (5, 7): ([(13, 33), (33, 272)], {'bandwidth': 3}), (6, 7): ([(272, 346)], {'bandwidth': 48}), (6, 5): ([(13, 346)], {'bandwidth': 35}), (1, 3): ([(33, 18), (18, 150)], {'bandwidth': 49}), (1, 7): ([(150, 79), (79, 272)], {'bandwidth': 37}), (1, 5): ([(13, 69), (69, 150)], {'bandwidth': 25}), (1, 4): ([(116, 150)], {'bandwidth': 13}), (0, 7): ([(30, 33), (33, 272)], {'bandwidth': 32}), (0, 4): ([(30, 116)], {'bandwidth': 29}), (0, 6): ([(30, 3), (3, 346)], {'bandwidth': 25}), (0, 3): ([(30, 33)], {'bandwidth': 21}), (2, 4): ([(116, 33), (33, 412)], {'bandwidth': 40}), (2, 1): ([(150, 68), (68, 412)], {'bandwidth': 17}), (2, 0): ([(30, 412)], {'bandwidth': 12}), (2, 6): ([(346, 33), (33, 412)], {'bandwidth': 5})}",873,957,695,0.7262277951933125,2,0
2,arrival,1,2,True,True,"{1: (126, {'cpu': 6, 'gpu': 11, 'storage': 4}), 0: (312, {'cpu': 17, 'gpu': 13, 'storage': 7}), 2: (118, {'cpu': 5, 'gpu': 10, 'storage': 7}), 4: (309, {'cpu': 12, 'gpu': 0, 'storage': 1}), 3: (303, {'cpu': 9, 'gpu': 16, 'storage': 20})}","{(0, 1): ([(126, 312)], {'bandwidth': 36}), (2, 0): ([(118, 312)], {'bandwidth': 43}), (4, 0): ([(309, 312)], {'bandwidth': 50}), (4, 2): ([(118, 309)], {'bandwidth': 17}), (3, 4): ([(303, 309)], {'bandwidth': 37}), (3, 0): ([(303, 312)], {'bandwidth': 13})}",127,334,334,1.0,3,0
3,arrival,1,3,True,True,"{7: (116, {'cpu': 16, 'gpu': 13, 'storage': 14}), 1: (480, {'cpu': 12, 'gpu': 20, 'storage': 16}), 4: (33, {'cpu': 7, 'gpu': 14, 'storage': 16}), 2: (464, {'cpu': 1, 'gpu': 8, 'storage': 10}), 3: (2, {'cpu': 18, 'gpu': 5, 'storage': 12}), 0: (312, {'cpu': 20, 'gpu': 1, 'storage': 19}), 8: (6, {'cpu': 16, 'gpu': 17, 'storage': 9}), 6: (308, {'cpu': 13, 'gpu': 18, 'storage': 19}), 5: (82, {'cpu': 1, 'gpu': 10, 'storage': 17})}","{(1, 7): ([(116, 480)], {'bandwidth': 32}), (4, 7): ([(33, 116)], {'bandwidth': 28}), (2, 7): ([(116, 230), (230, 464)], {'bandwidth': 35}), (2, 1): ([(464, 480)], {'bandwidth': 15}), (2, 4): ([(33, 464)], {'bandwidth': 7}), (3, 2): ([(2, 33), (33, 464)], {'bandwidth': 19}), (3, 4): ([(2, 33)], {'bandwidth': 15}), (3, 1): ([(2, 33), (33, 480)], {'bandwidth': 7}), (0, 2): ([(312, 464)], {'bandwidth': 44}), (0, 4): ([(33, 2), (2, 312)], {'bandwidth': 15}), (8, 0): ([(6, 82), (82, 312)], {'bandwidth': 46}), (8, 3): ([(2, 177), (177, 6)], {'bandwidth': 2}), (6, 0): ([(308, 312)], {'bandwidth': 34}), (5, 6): ([(82, 22), (22, 308)], {'bandwidth': 32}), (5, 8): ([(6, 82)], {'bandwidth': 10})}",1738,839,683,0.8140643623361145,4,0
4,arrival,1,4,True,True,"{7: (116, {'cpu': 11, 'gpu': 11, 'storage': 10}), 6: (397, {'cpu': 20, 'gpu': 17, 'storage': 1}), 2: (272, {'cpu': 17, 'gpu': 4, 'storage': 10}), 4: (441, {'cpu': 11, 'gpu': 7, 'storage': 9}), 5: (88, {'cpu': 7, 'gpu': 1, 'storage': 0}), 0: (432, {'cpu': 13, 'gpu': 7, 'storage': 19}), 3: (149, {'cpu': 15, 'gpu': 4, 'storage': 2}), 1: (137, {'cpu': 9, 'gpu': 9, 'storage': 18})}","{(6, 7): ([(116, 397)], {'bandwidth': 42}), (2, 7): ([(116, 272)], {'bandwidth': 35}), (2, 6): ([(272, 397)], {'bandwidth': 23}), (4, 2): ([(272, 441)], {'bandwidth': 7}), (5, 4): ([(88, 441)], {'bandwidth': 22}), (0, 6): ([(397, 137), (137, 432)], {'bandwidth': 43}), (0, 5): ([(88, 184), (184, 432)], {'bandwidth': 32}), (3, 7): ([(116, 141), (141, 149)], {'bandwidth': 22}), (3, 0): ([(149, 40), (40, 432)], {'bandwidth': 2}), (1, 0): ([(137, 432)], {'bandwidth': 35}), (1, 5): ([(88, 32), (32, 137)], {'bandwidth': 35}), (1, 3): ([(137, 149)], {'bandwidth': 1})}",587,665,531,0.7984962406015037,5,0
5,arrival,2,5,True,True,"{3: (386, {'cpu': 6, 'gpu': 12, 'storage': 14}), 0: (373, {'cpu': 1, 'gpu': 8, 'storage': 9}), 4: (432, {'cpu': 6, 'gpu': 13, 'storage': 19}), 1: (458, {'cpu': 12, 'gpu': 4, 'storage': 0}), 2: (4, {'cpu': 7, 'gpu': 17, 'storage': 11})}","{(0, 3): ([(373, 386)], {'bandwidth': 12}), (4, 3): ([(386, 432)], {'bandwidth': 39}), (1, 4): ([(432, 458)], {'bandwidth': 38}), (1, 0): ([(373, 458)], {'bandwidth': 17}), (2, 1): ([(4, 155), (155, 458)], {'bandwidth': 12}), (2, 4): ([(4, 432)], {'bandwidth': 1})}",1520,270,258,0.9555555555555556,6,0
6,arrival,3,6,True,True,"{1: (116, {'cpu': 17, 'gpu': 5, 'storage': 0}), 0: (177, {'cpu': 14, 'gpu': 8, 'storage': 0})}","{(0, 1): ([(116, 177)], {'bandwidth': 12})}",39,56,56,1.0,7,0
7,arrival,4,7,True,True,"{1: (171, {'cpu': 8, 'gpu': 1, 'storage': 11}), 0: (6, {'cpu': 17, 'gpu': 0, 'storage': 4}), 3: (398, {'cpu': 4, 'gpu': 19, 'storage': 16}), 2: (100, {'cpu': 7, 'gpu': 12, 'storage': 17})}","{(0, 1): ([(6, 171)], {'bandwidth': 33}), (3, 1): ([(171, 398)], {'bandwidth': 19}), (2, 3): ([(100, 398)], {'bandwidth': 24}), (2, 0): ([(6, 100)], {'bandwidth': 6})}",3336,198,198,1.0,8,0
8,arrival,4,8,True,True,"{0: (446, {'cpu': 10, 'gpu': 9, 'storage': 13}), 3: (112, {'cpu': 1, 'gpu': 9, 'storage': 0}), 1: (398, {'cpu': 17, 'gpu': 10, 'storage': 2}), 2: (262, {'cpu': 10, 'gpu': 19, 'storage': 3})}","{(3, 0): ([(112, 446)], {'bandwidth': 48}), (1, 0): ([(398, 446)], {'bandwidth': 49}), (1, 3): ([(112, 398)], {'bandwidth': 30}), (2, 1): ([(262, 100), (100, 398)], {'bandwidth': 12}), (2, 3): ([(112, 262)], {'bandwidth': 9})}",932,263,251,0.9543726235741445,9,0
9,arrival,4,9,True,True,"{3: (305, {'cpu': 5, 'gpu': 11, 'storage': 4}), 0: (384, {'cpu': 17, 'gpu': 11, 'storage': 11}), 2: (155, {'cpu': 8, 'gpu': 16, 'storage': 3}), 4: (87, {'cpu': 11, 'gpu': 7, 'storage': 6}), 5: (253, {'cpu': 10, 'gpu': 13, 'storage': 7}), 1: (163, {'cpu': 13, 'gpu': 7, 'storage': 20})}","{(0, 3): ([(305, 384)], {'bandwidth': 27}), (2, 0): ([(155, 384)], {'bandwidth': 26}), (4, 2): ([(87, 155)], {'bandwidth': 5}), (4, 0): ([(87, 2), (2, 384)], {'bandwidth': 4}), (5, 4): ([(87, 253)], {'bandwidth': 21}), (5, 2): ([(155, 253)], {'bandwidth': 5}), (1, 5): ([(163, 253)], {'bandwidth': 37}), (1, 4): ([(87, 5), (5, 163)], {'bandwidth': 4})}",627,317,309,0.9747634069400631,10,0
