event_id,event_type,event_time,v_net_id,place_result,route_result,node_mapping,link_mapping,lifetime,cost,revenue,r2c_ratio,running_request,elapsed_time
0,arrival,2,0,True,True,"{4: (465, {'cpu': 2, 'gpu': 12, 'storage': 11}), 2: (1, {'cpu': 1, 'gpu': 7, 'storage': 20}), 0: (437, {'cpu': 20, 'gpu': 3, 'storage': 13}), 3: (413, {'cpu': 17, 'gpu': 11, 'storage': 14}), 1: (353, {'cpu': 20, 'gpu': 5, 'storage': 6})}","{(0, 4): ([(437, 465)], {'bandwidth': 49}), (0, 2): ([(1, 437)], {'bandwidth': 6}), (3, 4): ([(413, 465)], {'bandwidth': 28}), (3, 2): ([(1, 413)], {'bandwidth': 2}), (1, 4): ([(353, 1), (1, 465)], {'bandwidth': 41}), (1, 2): ([(1, 353)], {'bandwidth': 8})}",645,337,296,0.8783382789317508,1,0
1,arrival,2,1,True,True,"{1: (69, {'cpu': 9, 'gpu': 16, 'storage': 17}), 4: (494, {'cpu': 12, 'gpu': 6, 'storage': 9}), 3: (461, {'cpu': 13, 'gpu': 15, 'storage': 7}), 0: (407, {'cpu': 1, 'gpu': 15, 'storage': 14}), 2: (300, {'cpu': 18, 'gpu': 7, 'storage': 14})}","{(4, 1): ([(69, 494)], {'bandwidth': 6}), (3, 1): ([(69, 461)], {'bandwidth': 3}), (0, 1): ([(69, 140), (140, 407)], {'bandwidth': 1}), (2, 3): ([(300, 461)], {'bandwidth': 15}), (2, 0): ([(300, 407)], {'bandwidth': 13})}",209,212,211,0.9952830188679245,2,0
2,arrival,3,2,True,True,"{4: (63, {'cpu': 18, 'gpu': 17, 'storage': 13}), 9: (126, {'cpu': 20, 'gpu': 0, 'storage': 8}), 1: (236, {'cpu': 3, 'gpu': 17, 'storage': 11}), 2: (109, {'cpu': 4, 'gpu': 0, 'storage': 12}), 8: (237, {'cpu': 6, 'gpu': 16, 'storage': 16}), 0: (140, {'cpu': 0, 'gpu': 19, 'storage': 8}), 5: (487, {'cpu': 8, 'gpu': 2, 'storage': 4}), 7: (188, {'cpu': 17, 'gpu': 6, 'storage': 3}), 3: (301, {'cpu': 3, 'gpu': 13, 'storage': 12}), 6: (289, {'cpu': 7, 'gpu': 6, 'storage': 18})}","{(9, 4): ([(63, 126)], {'bandwidth': 21}), (1, 9): ([(126, 236)], {'bandwidth': 50}), (2, 4): ([(63, 109)], {'bandwidth': 45}), (2, 9): ([(109, 191), (191, 126)], {'bandwidth': 17}), (8, 4): ([(63, 237)], {'bandwidth': 39}), (8, 2): ([(109, 197), (197, 237)], {'bandwidth': 27}), (8, 1): ([(236, 63), (63, 237)], {'bandwidth': 14}), (0, 1): ([(140, 236)], {'bandwidth': 42}), (0, 8): ([(140, 237)], {'bandwidth': 12}), (0, 2): ([(109, 487), (487, 140)], {'bandwidth': 9}), (5, 1): ([(236, 71), (71, 487)], {'bandwidth': 42}), (5, 9): ([(126, 115), (115, 487)], {'bandwidth': 31}), (5, 4): ([(63, 14), (14, 487)], {'bandwidth': 29}), (5, 0): ([(140, 487)], {'bandwidth': 24}), (5, 8): ([(237, 26), (26, 487)], {'bandwidth': 7}), (7, 4): ([(63, 14), (14, 188)], {'bandwidth': 50}), (7, 1): ([(188, 236)], {'bandwidth': 39}), (7, 0): ([(140, 4), (4, 188)], {'bandwidth': 21}), (7, 5): ([(188, 487)], {'bandwidth': 16}), (7, 9): ([(126, 99), (99, 188)], {'bandwidth': 6}), (7, 8): ([(188, 168), (168, 237)], {'bandwidth': 4}), (3, 0): ([(140, 301)], {'bandwidth': 46}), (3, 9): ([(126, 301)], {'bandwidth': 22}), (3, 1): ([(236, 119), (119, 301)], {'bandwidth': 20}), (3, 5): ([(301, 487)], {'bandwidth': 14}), (3, 8): ([(237, 126), (126, 301)], {'bandwidth': 13}), (3, 7): ([(188, 15), (15, 301)], {'bandwidth': 1}), (6, 3): ([(289, 301)], {'bandwidth': 36}), (6, 5): ([(289, 293), (293, 487)], {'bandwidth': 13}), (6, 2): ([(109, 63), (63, 289)], {'bandwidth': 11}), (6, 8): ([(237, 63), (63, 289)], {'bandwidth': 7})}",531,1337,1015,0.7591623036649214,3,0
3,arrival,3,3,True,True,"{0: (188, {'cpu': 1, 'gpu': 2, 'storage': 3}), 4: (114, {'cpu': 8, 'gpu': 3, 'storage': 13}), 1: (433, {'cpu': 18, 'gpu': 13, 'storage': 12}), 3: (10, {'cpu': 13, 'gpu': 12, 'storage': 17}), 2: (156, {'cpu': 9, 'gpu': 11, 'storage': 10})}","{(4, 0): ([(114, 188)], {'bandwidth': 15}), (1, 0): ([(188, 433)], {'bandwidth': 10}), (3, 1): ([(10, 433)], {'bandwidth': 48}), (2, 3): ([(10, 156)], {'bandwidth': 44})}",775,262,262,1.0,4,0
4,arrival,3,4,True,True,"{5: (432, {'cpu': 4, 'gpu': 9, 'storage': 10}), 4: (414, {'cpu': 4, 'gpu': 17, 'storage': 15}), 3: (112, {'cpu': 6, 'gpu': 3, 'storage': 4}), 0: (149, {'cpu': 11, 'gpu': 18, 'storage': 17}), 2: (154, {'cpu': 11, 'gpu': 16, 'storage': 20}), 1: (233, {'cpu': 2, 'gpu': 18, 'storage': 14})}","{(4, 5): ([(414, 432)], {'bandwidth': 26}), (3, 5): ([(112, 432)], {'bandwidth': 12}), (3, 4): ([(112, 414)], {'bandwidth': 9}), (0, 5): ([(149, 112), (112, 432)], {'bandwidth': 20}), (2, 0): ([(149, 82), (82, 154)], {'bandwidth': 40}), (2, 5): ([(154, 432)], {'bandwidth': 8}), (1, 2): ([(154, 233)], {'bandwidth': 41}), (1, 0): ([(149, 233)], {'bandwidth': 35})}",163,450,390,0.8666666666666667,5,0
5,arrival,4,5,True,True,"{5: (188, {'cpu': 20, 'gpu': 12, 'storage': 1}), 1: (74, {'cpu': 2, 'gpu': 15, 'storage': 0}), 0: (4, {'cpu': 7, 'gpu': 18, 'storage': 11}), 7: (3, {'cpu': 7, 'gpu': 15, 'storage': 18}), 2: (248, {'cpu': 0, 'gpu': 8, 'storage': 8}), 4: (463, {'cpu': 8, 'gpu': 3, 'storage': 3}), 3: (144, {'cpu': 11, 'gpu': 12, 'storage': 14}), 6: (261, {'cpu': 19, 'gpu': 17, 'storage': 4})}","{(0, 1): ([(4, 3), (3, 74)], {'bandwidth': 43}), (7, 1): ([(3, 36), (36, 74)], {'bandwidth': 45}), (7, 0): ([(3, 14), (14, 4)], {'bandwidth': 41}), (7, 5): ([(3, 4), (4, 188)], {'bandwidth': 16}), (2, 7): ([(3, 248)], {'bandwidth': 5}), (4, 5): ([(188, 463)], {'bandwidth': 40}), (4, 7): ([(3, 13), (13, 463)], {'bandwidth': 40}), (4, 2): ([(248, 4), (4, 463)], {'bandwidth': 23}), (3, 2): ([(144, 3), (3, 248)], {'bandwidth': 49}), (3, 4): ([(144, 4), (4, 463)], {'bandwidth': 26}), (3, 0): ([(4, 144)], {'bandwidth': 4}), (3, 1): ([(74, 3), (3, 144)], {'bandwidth': 0}), (6, 3): ([(144, 261)], {'bandwidth': 36}), (6, 1): ([(74, 261)], {'bandwidth': 31}), (6, 4): ([(261, 70), (70, 463)], {'bandwidth': 23}), (6, 2): ([(248, 4), (4, 261)], {'bandwidth': 13})}",967,987,668,0.6767983789260384,6,0
6,arrival,4,6,True,True,"{5: (138, {'cpu': 12, 'gpu': 2, 'storage': 17}), 0: (170, {'cpu': 16, 'gpu': 15, 'storage': 4}), 1: (245, {'cpu': 14, 'gpu': 8, 'storage': 9}), 3: (413, {'cpu': 15, 'gpu': 15, 'storage': 13}), 2: (87, {'cpu': 4, 'gpu': 2, 'storage': 1}), 4: (229, {'cpu': 15, 'gpu': 18, 'storage': 7})}","{(1, 0): ([(170, 245)], {'bandwidth': 38}), (3, 5): ([(138, 413)], {'bandwidth': 41}), (3, 1): ([(245, 413)], {'bandwidth': 0}), (2, 5): ([(87, 138)], {'bandwidth': 26}), (4, 5): ([(138, 55), (55, 229)], {'bandwidth': 46})}",542,384,338,0.8802083333333334,7,0
7,arrival,5,7,True,True,"{3: (85, {'cpu': 7, 'gpu': 0, 'storage': 4}), 2: (271, {'cpu': 19, 'gpu': 8, 'storage': 3}), 0: (324, {'cpu': 6, 'gpu': 11, 'storage': 4}), 1: (343, {'cpu': 12, 'gpu': 8, 'storage': 18}), 4: (484, {'cpu': 8, 'gpu': 16, 'storage': 17}), 5: (439, {'cpu': 11, 'gpu': 10, 'storage': 6})}","{(0, 3): ([(85, 324)], {'bandwidth': 42}), (1, 2): ([(271, 69), (69, 343)], {'bandwidth': 22}), (1, 3): ([(85, 343)], {'bandwidth': 9}), (4, 3): ([(85, 484)], {'bandwidth': 49}), (4, 1): ([(343, 484)], {'bandwidth': 16}), (5, 2): ([(271, 35), (35, 439)], {'bandwidth': 31}), (5, 4): ([(439, 484)], {'bandwidth': 8})}",82,398,345,0.8668341708542714,8,0
8,arrival,5,8,True,True,"{2: (399, {'cpu': 15, 'gpu': 13, 'storage': 11}), 0: (44, {'cpu': 4, 'gpu': 20, 'storage': 7}), 3: (433, {'cpu': 8, 'gpu': 2, 'storage': 14}), 1: (10, {'cpu': 15, 'gpu': 5, 'storage': 12})}","{(0, 2): ([(44, 399)], {'bandwidth': 45}), (3, 2): ([(399, 433)], {'bandwidth': 2}), (1, 2): ([(10, 399)], {'bandwidth': 44})}",816,217,217,1.0,9,0
9,arrival,5,9,True,True,"{2: (432, {'cpu': 0, 'gpu': 19, 'storage': 20}), 0: (412, {'cpu': 16, 'gpu': 3, 'storage': 0}), 4: (414, {'cpu': 5, 'gpu': 12, 'storage': 12}), 3: (144, {'cpu': 0, 'gpu': 16, 'storage': 6}), 1: (116, {'cpu': 18, 'gpu': 16, 'storage': 5})}","{(0, 2): ([(412, 432)], {'bandwidth': 39}), (4, 0): ([(412, 414)], {'bandwidth': 35}), (4, 2): ([(414, 432)], {'bandwidth': 9}), (3, 2): ([(144, 432)], {'bandwidth': 23}), (1, 3): ([(116, 144)], {'bandwidth': 29}), (1, 0): ([(116, 23), (23, 412)], {'bandwidth': 28})}",22,339,311,0.9174041297935103,10,0
